"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"19/141"	"395/18866"	1.24547248900233e-10	1.91374117699017e-07	1.47252968137973e-07	"DCN/FBLN1/CST3/SFRP2/MFAP4/SMOC2/CCDC80/GAS6/LUM/FBLN5/CYP1B1/COL14A1/ELN/DPT/MATN3/COMP/LAMA2/A2M/ENG"	19
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"19/141"	"396/18866"	1.30009590828136e-10	1.91374117699017e-07	1.47252968137973e-07	"DCN/FBLN1/CST3/SFRP2/MFAP4/SMOC2/CCDC80/GAS6/LUM/FBLN5/CYP1B1/COL14A1/ELN/DPT/MATN3/COMP/LAMA2/A2M/ENG"	19
"GO:0051271"	"GO:0051271"	"negative regulation of cellular component movement"	"18/141"	"400/18866"	1.1540584994171e-09	1.13251607409464e-06	8.7141540026161e-07	"DCN/APOD/FBLN1/SERPINF1/SFRP2/FOXO3/CYP1B1/GADD45A/CXCL12/CD9/PODN/CITED2/DUSP1/APOE/SEMA3C/IGFBP3/ENG/PTN"	18
"GO:0040013"	"GO:0040013"	"negative regulation of locomotion"	"17/141"	"397/18866"	7.24868299018942e-09	5.33503068077941e-06	4.10504363023359e-06	"DCN/APOD/FBLN1/SERPINF1/SFRP2/FOXO3/CYP1B1/GADD45A/CXCL12/PODN/CITED2/DUSP1/APOE/SEMA3C/IGFBP3/ENG/PTN"	17
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"18/141"	"466/18866"	1.25965389136128e-08	7.1300355490155e-06	5.48621156374477e-06	"FBLN1/SERPINF1/CST3/C3/GSN/SFRP2/SERPING1/GAS6/PEBP1/GPC3/ARL6IP5/TFPI/SERPINE2/RARRES1/A2M/MYC/CST1/PCSK1N"	18
"GO:2000146"	"GO:2000146"	"negative regulation of cell motility"	"16/141"	"365/18866"	1.49057008871632e-08	7.1300355490155e-06	5.48621156374477e-06	"DCN/APOD/FBLN1/SERPINF1/SFRP2/FOXO3/CYP1B1/GADD45A/CXCL12/PODN/CITED2/DUSP1/APOE/IGFBP3/ENG/PTN"	16
"GO:0010466"	"GO:0010466"	"negative regulation of peptidase activity"	"14/141"	"272/18866"	1.69532095255124e-08	7.1300355490155e-06	5.48621156374477e-06	"SERPINF1/CST3/C3/SFRP2/SERPING1/GAS6/PEBP1/GPC3/TFPI/SERPINE2/RARRES1/A2M/CST1/PCSK1N"	14
"GO:0030336"	"GO:0030336"	"negative regulation of cell migration"	"15/141"	"350/18866"	5.81768356797968e-08	2.14090755301652e-05	1.64732303135425e-05	"DCN/APOD/SERPINF1/SFRP2/FOXO3/CYP1B1/GADD45A/CXCL12/PODN/CITED2/DUSP1/APOE/IGFBP3/ENG/PTN"	15
"GO:0010951"	"GO:0010951"	"negative regulation of endopeptidase activity"	"13/141"	"258/18866"	7.23287787758711e-08	2.36595471906849e-05	1.82048575351666e-05	"SERPINF1/CST3/C3/SFRP2/SERPING1/GAS6/PEBP1/TFPI/SERPINE2/RARRES1/A2M/CST1/PCSK1N"	13
"GO:0051346"	"GO:0051346"	"negative regulation of hydrolase activity"	"17/141"	"473/18866"	9.32991369893463e-08	2.63397558295628e-05	2.02671462189714e-05	"SERPINF1/CST3/C3/SFRP2/SERPING1/GAS6/PEBP1/GPC3/TFPI/SPRY1/SERPINE2/RARRES1/A2M/CST1/PPP1R14A/PCSK1N/PTN"	17
"GO:0006956"	"GO:0006956"	"complement activation"	"11/141"	"178/18866"	9.8416207243611e-08	2.63397558295628e-05	2.02671462189714e-05	"C7/C3/C1S/C1R/MFAP4/SERPING1/CLU/CFD/CFH/COLEC11/A2M"	11
"GO:0045861"	"GO:0045861"	"negative regulation of proteolysis"	"15/141"	"369/18866"	1.15815016519903e-07	2.84132840528828e-05	2.18626241711255e-05	"SERPINF1/CST3/C3/SFRP2/SERPING1/GAS6/INS/PEBP1/GPC3/TFPI/SERPINE2/RARRES1/A2M/CST1/PCSK1N"	15
"GO:0052548"	"GO:0052548"	"regulation of endopeptidase activity"	"16/141"	"434/18866"	1.62331453163892e-07	3.67618306241922e-05	2.82864200168984e-05	"SERPINF1/CST3/C3/GSN/SFRP2/SERPING1/GAS6/PEBP1/ARL6IP5/TFPI/SERPINE2/RARRES1/A2M/MYC/CST1/PCSK1N"	16
"GO:0000302"	"GO:0000302"	"response to reactive oxygen species"	"12/141"	"235/18866"	2.03804310302354e-07	4.28571349664378e-05	3.29764568248621e-05	"APOD/CST3/TXNIP/FOXO3/FBLN5/CYP1B1/JUN/SOD3/FOS/DUSP1/APOE/CCL19"	12
"GO:0030282"	"GO:0030282"	"bone mineralization"	"9/141"	"117/18866"	2.34577776153244e-07	4.60397981996768e-05	3.54253595987215e-05	"MGP/ASPN/OMD/IGF1/GPC3/GPNMB/TMEM119/COMP/PTN"	9
