"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"17/103"	"395/18866"	4.50488440347612e-11	6.21181335582881e-08	4.36327813792656e-08	"COL14A1/CCDC80/FBLN1/ADAMTS1/THBS1/MMP19/MFAP4/HAS1/SERPINE1/CST3/CRISPLD2/ELN/MMP23B/CYP1B1/LOX/SFRP2/MFAP5"	17
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"17/103"	"396/18866"	4.68639257323938e-11	6.21181335582881e-08	4.36327813792656e-08	"COL14A1/CCDC80/FBLN1/ADAMTS1/THBS1/MMP19/MFAP4/HAS1/SERPINE1/CST3/CRISPLD2/ELN/MMP23B/CYP1B1/LOX/SFRP2/MFAP5"	17
"GO:1901342"	"GO:1901342"	"regulation of vasculature development"	"17/103"	"444/18866"	2.75911268617492e-10	2.28203098422143e-07	1.60293546073486e-07	"C3/NFATC1/PTGIS/SERPINF1/ADAMTS1/THBS1/SERPINE1/SFRP1/ANXA1/ANGPTL4/CYP1B1/DDAH1/MIR24-2/TNFRSF12A/F3/SFRP2/THBS4"	17
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"17/103"	"453/18866"	3.75403519698986e-10	2.28203098422143e-07	1.60293546073486e-07	"NR4A1/IGF1/EGR3/IGFBP4/SCG2/NR4A3/SERPINF1/OSR1/THBS1/MYC/NFIB/ZFP36/SFRP1/MIR24-2/F3/SFRP2/THBS4"	17
"GO:0050678"	"GO:0050678"	"regulation of epithelial cell proliferation"	"16/103"	"395/18866"	4.3040946514927e-10	2.28203098422143e-07	1.60293546073486e-07	"NR4A1/IGF1/EGR3/SCG2/NR4A3/SERPINF1/OSR1/THBS1/MYC/NFIB/ZFP36/SFRP1/MIR24-2/F3/SFRP2/THBS4"	16
"GO:0045765"	"GO:0045765"	"regulation of angiogenesis"	"16/103"	"403/18866"	5.7620618513968e-10	2.54587099467548e-07	1.78826095002122e-07	"C3/PTGIS/SERPINF1/ADAMTS1/THBS1/SERPINE1/SFRP1/ANXA1/ANGPTL4/CYP1B1/DDAH1/MIR24-2/TNFRSF12A/F3/SFRP2/THBS4"	16
"GO:2001236"	"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	"11/103"	"162/18866"	1.34345164600535e-09	5.08784330508598e-07	3.57378340117814e-07	"IGF1/MCL1/SCG2/ATF3/THBS1/SERPINE1/SFRP1/SKIL/LMNA/TNFRSF12A/SFRP2"	11
"GO:0097191"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	"12/103"	"230/18866"	4.65649187831895e-09	1.54304499617794e-06	1.08385975430871e-06	"IGF1/MCL1/SCG2/ATF3/THBS1/SERPINE1/SFRP1/SKIL/LMNA/TNFRSF12A/IFI27/SFRP2"	12
"GO:2001233"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"14/103"	"413/18866"	5.46044154974506e-08	1.60840339426379e-05	1.12976854988292e-05	"IGF1/MCL1/SCG2/ATF3/CLU/THBS1/CTSC/SERPINE1/SFRP1/NR4A2/SKIL/LMNA/TNFRSF12A/SFRP2"	14
"GO:0045766"	"GO:0045766"	"positive regulation of angiogenesis"	"10/103"	"208/18866"	2.06742113182675e-07	5.48073342047272e-05	3.84975577073845e-05	"C3/PTGIS/THBS1/SERPINE1/ANXA1/ANGPTL4/CYP1B1/DDAH1/F3/SFRP2"	10
"GO:0050679"	"GO:0050679"	"positive regulation of epithelial cell proliferation"	"10/103"	"211/18866"	2.36120441084245e-07	5.56354932912448e-05	3.90792700399897e-05	"NR4A1/IGF1/EGR3/SCG2/NR4A3/OSR1/MYC/SFRP1/F3/THBS4"	10
"GO:0042493"	"GO:0042493"	"response to drug"	"13/103"	"397/18866"	2.51839275554484e-07	5.56354932912448e-05	3.90792700399897e-05	"FOSB/THBS1/MYC/CST3/SFRP1/MGST1/SEMA3C/ANXA1/NNMT/S100A10/MT2A/LOX/SFRP2"	13
"GO:0048660"	"GO:0048660"	"regulation of smooth muscle cell proliferation"	"9/103"	"173/18866"	4.46256557492073e-07	9.10020103008835e-05	6.39212834172856e-05	"IGF1/OGN/NR4A3/ADAMTS1/TRIB1/THBS1/ELN/NAMPT/CNN1"	9
"GO:0048659"	"GO:0048659"	"smooth muscle cell proliferation"	"9/103"	"175/18866"	4.91671083223732e-07	9.31014315447224e-05	6.53959508438182e-05	"IGF1/OGN/NR4A3/ADAMTS1/TRIB1/THBS1/ELN/NAMPT/CNN1"	9
"GO:1904018"	"GO:1904018"	"positive regulation of vasculature development"	"10/103"	"235/18866"	6.365145309497e-07	0.000112493334769844	7.90171372105276e-05	"C3/PTGIS/THBS1/SERPINE1/ANXA1/ANGPTL4/CYP1B1/DDAH1/F3/SFRP2"	10
"GO:1904035"	"GO:1904035"	"regulation of epithelial cell apoptotic process"	"7/103"	"94/18866"	8.16133235806247e-07	0.000135223075507648	9.4982874614556e-05	"SCG2/THBS1/SERPINE1/ZFP36/SFRP4/ANGPTL4/MIR24-2"	7
"GO:0033002"	"GO:0033002"	"muscle cell proliferation"	"10/103"	"244/18866"	8.96569718105123e-07	0.000139812136629216	9.82063053453846e-05	"IGF1/OGN/NR4A3/ADAMTS1/TRIB1/THBS1/PIM1/ELN/NAMPT/CNN1"	10
"GO:1902041"	"GO:1902041"	"regulation of extrinsic apoptotic signaling pathway via death domain receptors"	"6/103"	"61/18866"	9.95360660584365e-07	0.000144744410058138	0.000101670813950186	"ATF3/THBS1/SERPINE1/SFRP1/SKIL/SFRP2"	6
"GO:0060326"	"GO:0060326"	"cell chemotaxis"	"11/103"	"311/18866"	1.06153435159179e-06	0.000144744410058138	0.000101670813950186	"NR4A1/EGR3/SCG2/THBS1/DUSP1/SERPINE1/ANXA1/LOX/CCL19/THBS4/CXCL2"	11
"GO:1902043"	"GO:1902043"	"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors"	"4/103"	"15/18866"	1.09199856701726e-06	0.000144744410058138	0.000101670813950186	"ATF3/THBS1/SFRP1/SKIL"	4
"GO:0040013"	"GO:0040013"	"negative regulation of locomotion"	"12/103"	"397/18866"	1.74135395798795e-06	0.000216738408745154	0.000152240562675526	"SERPINF1/FBLN1/TRIB1/THBS1/DUSP1/HAS1/SERPINE1/SFRP1/SEMA3C/CYP1B1/MIR24-2/SFRP2"	12
"GO:0014812"	"GO:0014812"	"muscle cell migration"	"7/103"	"106/18866"	1.84198915086006e-06	0.000216738408745154	0.000152240562675526	"IGF1/NR4A3/ADAMTS1/TRIB1/SERPINE1/ANXA1/THBS4"	7
"GO:0051271"	"GO:0051271"	"negative regulation of cellular component movement"	"12/103"	"400/18866"	1.88283826710909e-06	0.000216738408745154	0.000152240562675526	"SERPINF1/FBLN1/TRIB1/THBS1/DUSP1/HAS1/SERPINE1/SFRP1/SEMA3C/CYP1B1/MIR24-2/SFRP2"	12
"GO:2001237"	"GO:2001237"	"negative regulation of extrinsic apoptotic signaling pathway"	"7/103"	"107/18866"	1.96217344771169e-06	0.000216738408745154	0.000152240562675526	"IGF1/MCL1/SCG2/THBS1/SERPINE1/LMNA/SFRP2"	7
"GO:0060537"	"GO:0060537"	"muscle tissue development"	"12/103"	"409/18866"	2.37027468366272e-06	0.000251343927455595	0.000176548038543131	"IGF1/OSR1/ATF3/KDM6B/SEMA3C/PIM1/ZFAND5/ELN/BTG2/LMNA/MIR24-2/LOX"	12
"GO:0097529"	"GO:0097529"	"myeloid leukocyte migration"	"9/103"	"222/18866"	3.54183306376998e-06	0.00035046699255453	0.000246173682157265	"SCG2/THBS1/DUSP1/SERPINE1/ANXA1/MIR24-2/CCL19/THBS4/CXCL2"	9
"GO:1904019"	"GO:1904019"	"epithelial cell apoptotic process"	"7/103"	"117/18866"	3.56944881138148e-06	0.00035046699255453	0.000246173682157265	"SCG2/THBS1/SERPINE1/ZFP36/SFRP4/ANGPTL4/MIR24-2"	7
"GO:2000146"	"GO:2000146"	"negative regulation of cell motility"	"11/103"	"365/18866"	4.97513191112169e-06	0.0004710383820137	0.000330864975593017	"SERPINF1/FBLN1/TRIB1/THBS1/DUSP1/HAS1/SERPINE1/SFRP1/CYP1B1/MIR24-2/SFRP2"	11
"GO:2001234"	"GO:2001234"	"negative regulation of apoptotic signaling pathway"	"9/103"	"233/18866"	5.25039773032488e-06	0.000474559851689598	0.000333338512830868	"IGF1/MCL1/SCG2/CLU/THBS1/SERPINE1/NR4A2/LMNA/SFRP2"	9
"GO:0048608"	"GO:0048608"	"reproductive structure development"	"12/103"	"443/18866"	5.37034913266237e-06	0.000474559851689598	0.000333338512830868	"SERPINE2/PTGIS/SERPINF1/OSR1/SLIT3/ADAMTS1/MMP19/CST3/SFRP1/MGST1/ANXA1/SFRP2"	12
"GO:0044342"	"GO:0044342"	"type B pancreatic cell proliferation"	"4/103"	"22/18866"	5.6824515958222e-06	0.000485941263887892	0.000341333000781306	"NR4A1/IGFBP4/NR4A3/SFRP1"	4
"GO:0061458"	"GO:0061458"	"reproductive system development"	"12/103"	"447/18866"	5.883271885653e-06	0.000487392305277066	0.000342352235714479	"SERPINE2/PTGIS/SERPINF1/OSR1/SLIT3/ADAMTS1/MMP19/CST3/SFRP1/MGST1/ANXA1/SFRP2"	12
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"12/103"	"466/18866"	8.95522085537728e-06	0.000686630935540446	0.000482300671036172	"C3/SERPINE2/RARRES1/SERPINF1/FBLN1/THBS1/MYC/SERPINE1/CST3/MIR24-2/F3/SFRP2"	12
"GO:0008625"	"GO:0008625"	"extrinsic apoptotic signaling pathway via death domain receptors"	"6/103"	"89/18866"	9.208745834373e-06	0.000686630935540446	0.000482300671036172	"ATF3/THBS1/SERPINE1/SFRP1/SKIL/SFRP2"	6
"GO:0048260"	"GO:0048260"	"positive regulation of receptor-mediated endocytosis"	"5/103"	"52/18866"	9.32429787984008e-06	0.000686630935540446	0.000482300671036172	"C3/CLU/SERPINE1/SFRP4/CCL19"	5
"GO:2001238"	"GO:2001238"	"positive regulation of extrinsic apoptotic signaling pathway"	"5/103"	"52/18866"	9.32429787984008e-06	0.000686630935540446	0.000482300671036172	"ATF3/THBS1/SFRP1/SKIL/TNFRSF12A"	5
"GO:0051346"	"GO:0051346"	"negative regulation of hydrolase activity"	"12/103"	"473/18866"	1.03996338673007e-05	0.000734193838541609	0.000515709623133318	"C3/SERPINE2/RARRES1/SERPINF1/THBS1/SERPINE1/CST3/LEPR/ANXA1/ANGPTL4/MIR24-2/SFRP2"	12
