"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP558"	"WP558"	"Complement and coagulation cascades"	"12/120"	"59/7866"	5.57090176966154e-11	1.77711766452203e-08	1.37220106747453e-08	"730/718/715/7035/1675/716/1191/5265/2149/2152/3075/5054"	12
"WP477"	"WP477"	"Cytoplasmic ribosomal proteins"	"11/120"	"91/7866"	1.11054374608547e-07	1.77131727500632e-05	1.36772229781052e-05	"6191/6203/6144/6139/6233/6128/4736/6201/6193/6129/6125"	11
"WP408"	"WP408"	"Oxidative stress response"	"7/120"	"34/7866"	6.16894860495665e-07	6.55964868327057e-05	5.06503148617493e-05	"6649/4501/3726/2878/4257/2353/6648"	7
"WP5115"	"WP5115"	"Network map of SARS-CoV-2 signaling pathway"	"15/120"	"222/7866"	1.22404786054103e-06	9.76178168781472e-05	7.53755787806845e-05	"347/715/2934/3726/6347/716/3312/54541/3725/2353/3075/6387/1958/1843/5054"	15
"WP236"	"WP236"	"Adipogenesis"	"11/120"	"131/7866"	4.4574212779627e-06	0.00028438347753402	0.000219586648219636	"3630/2487/1675/7025/1647/3572/6424/1052/3479/9021/5054"	11
"WP2374"	"WP2374"	"Oncostatin M signaling pathway"	"8/120"	"66/7866"	6.36737821058646e-06	0.000338532274862847	0.000261397631803023	"4792/3726/6347/3572/9021/2353/1958/5054"	8
"WP545"	"WP545"	"Complement activation"	"5/120"	"22/7866"	1.62620668201854e-05	0.000741085616519876	0.000572229118183966	"730/718/715/1675/716"	5
"WP2882"	"WP2882"	"Nuclear receptors meta-pathway"	"16/120"	"322/7866"	2.77036515892494e-05	0.00110468310712132	0.000852980851563732	"6649/3726/6347/4609/1545/9588/2878/5166/3326/4257/5265/2947/5360/3725/10252/1958"	16
"WP5090"	"WP5090"	"Complement system in neuronal development and plasticity"	"9/120"	"109/7866"	3.92713701372816e-05	0.00139195189708809	0.00107479539323086	"730/718/715/2621/1675/716/1191/78989/3075"	9
"WP2431"	"WP2431"	"Spinal cord injury"	"9/120"	"120/7866"	8.37113095832416e-05	0.00267039077570541	0.00206194173078721	"7538/6347/4609/1282/1647/7832/2353/388/1958"	9
"WP1533"	"WP1533"	"Vitamin B12 metabolism"	"6/120"	"53/7866"	0.000142165623301702	0.00412280307574936	0.00318342161268883	"6649/3630/6347/6648/348/5054"	6
"WP3888"	"WP3888"	"VEGFA-VEGFR2 signaling pathway"	"17/120"	"439/7866"	0.000333354299823426	0.00886166847030606	0.00684253562795453	"3490/4736/4792/6129/6125/6347/9588/3315/2022/9510/2152/3725/2274/6648/91624/1958/10628"	17
"WP2815"	"WP2815"	"Mammary gland development pathway - Involution (Stage 4 of 4)"	"3/120"	"10/7866"	0.000384277787890674	0.00942958571824038	0.00728105282319171	"4609/3572/9021"	3
"WP176"	"WP176"	"Folate metabolism"	"6/120"	"73/7866"	0.000822845516323391	0.0176586110408768	0.0136350931647094	"6649/3630/6347/2878/6648/5054"	6
"WP2881"	"WP2881"	"Estrogen receptor pathway"	"3/120"	"13/7866"	0.000885698359417019	0.0176586110408768	0.0136350931647094	"1545/5166/3725"	3
"WP4919"	"WP4919"	"Neuroinflammation"	"3/120"	"13/7866"	0.000885698359417019	0.0176586110408768	0.0136350931647094	"4792/3725/2353"	3
"WP615"	"WP615"	"Senescence and autophagy in cancer"	"7/120"	"108/7866"	0.00126112079748319	0.0222190327008225	0.0171564218841526	"3490/3630/2934/3572/3725/3479/5054"	7
"WP2864"	"WP2864"	"Apoptosis-related network due to altered Notch3 in ovarian cancer"	"5/120"	"54/7866"	0.00132339066243143	0.0222190327008225	0.0171564218841526	"3315/2149/9021/8870/348"	5
"WP3286"	"WP3286"	"Copper homeostasis"	"5/120"	"54/7866"	0.00132339066243143	0.0222190327008225	0.0171564218841526	"4502/6649/4501/4493/3725"	5
"WP4928"	"WP4928"	"MAPK pathway in congenital thyroid cancer"	"3/120"	"16/7866"	0.00167723228113907	0.0262266180702317	0.020250878166752	"4609/3725/2353"	3
"WP4659"	"WP4659"	"Gastrin signaling pathway"	"7/120"	"114/7866"	0.00172651717703719	0.0262266180702317	0.020250878166752	"4792/4609/3725/2353/388/1958/5054"	7
