"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP558"	"WP558"	"Complement and coagulation cascades"	"9/71"	"59/7866"	2.07123519711747e-09	5.07452623293781e-07	4.40410010334452e-07	"730/716/710/718/715/1675/1191/3075/2149"	9
"WP236"	"WP236"	"Adipogenesis"	"10/71"	"131/7866"	2.26803636047511e-07	2.77834454158201e-05	2.41128076218933e-05	"3630/1675/7025/3572/3479/9021/4000/2487/1052/6424"	10
"WP5090"	"WP5090"	"Complement system in neuronal development and plasticity"	"9/71"	"109/7866"	4.91561307731588e-07	4.01441734647464e-05	3.48404856708003e-05	"730/716/710/718/715/1675/1191/3075/78989"	9
"WP545"	"WP545"	"Complement activation"	"5/71"	"22/7866"	1.21420087376711e-06	7.43698035182354e-05	6.45443622370937e-05	"730/716/718/715/1675"	5
"WP2806"	"WP2806"	"Complement system"	"7/71"	"99/7866"	2.78164239901812e-05	0.00136300477551888	0.00118293003074034	"730/716/710/718/715/1675/3075"	7
"WP2815"	"WP2815"	"Mammary gland development pathway - Involution (Stage 4 of 4)"	"3/71"	"10/7866"	8.08217434990176e-05	0.00330022119287655	0.00286420915557922	"4609/3572/9021"	3
"WP2431"	"WP2431"	"Spinal cord injury"	"7/71"	"120/7866"	9.56693522950853e-05	0.00334842733032798	0.002906046490768	"3164/4609/7538/6347/1282/301/7832"	7
"WP5104"	"WP5104"	"Acquired partial lipodystrophy / Barraquer-Simons syndrome"	"3/71"	"11/7866"	0.000110410796825857	0.00338133065279188	0.00293460275773989	"718/1675/4000"	3
"WP615"	"WP615"	"Senescence and autophagy in cancer"	"6/71"	"108/7866"	0.000404674363296022	0.0110161354452806	0.00956072764746157	"3630/2934/3490/3572/3479/3428"	6
"WP1533"	"WP1533"	"Vitamin B12 metabolism"	"4/71"	"53/7866"	0.00127856366893316	0.0313083241552373	0.0271719934666292	"3630/6649/6347/348"	4
"WP2865"	"WP2865"	"IL1 and megakaryocytes in obesity"	"3/71"	"25/7866"	0.00140567986003106	0.0313083241552373	0.0271719934666292	"7076/6347/2149"	3
"WP5102"	"WP5102"	"Familial partial lipodystrophy (FPLD)"	"3/71"	"31/7866"	0.00264286645582292	0.0476975175315161	0.0413959121003921	"3630/687/4000"	3
"WP474"	"WP474"	"Endochondral ossification"	"4/71"	"65/7866"	0.00272557243037235	0.0476975175315161	0.0413959121003921	"4256/9510/3479/2487"	4
"WP4808"	"WP4808"	"Endochondral ossification with skeletal dysplasias"	"4/71"	"65/7866"	0.00272557243037235	0.0476975175315161	0.0413959121003921	"4256/9510/3479/2487"	4
