"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP558"	"WP558"	"Complement and coagulation cascades"	"9/88"	"59/7866"	1.44064355679448e-08	3.99058265232071e-06	3.09359247985341e-06	"730/718/716/715/710/1191/1675/3075/7035"	9
"WP5090"	"WP5090"	"Complement system in neuronal development and plasticity"	"10/88"	"109/7866"	3.1510310801943e-07	4.3641780460691e-05	3.3832123176823e-05	"730/718/716/715/710/2621/1191/1675/3075/78989"	10
"WP545"	"WP545"	"Complement activation"	"5/88"	"22/7866"	3.54263922321595e-06	0.000327103688276939	0.000253578386503879	"730/718/716/715/1675"	5
"WP5115"	"WP5115"	"Network map of SARS-CoV-2 signaling pathway"	"12/88"	"222/7866"	5.86931611925058e-06	0.000406450141258103	0.000315089602191347	"347/716/2934/715/6387/3725/1958/3075/2353/3726/1843/3486"	12
"WP2806"	"WP2806"	"Complement system"	"8/88"	"99/7866"	1.32869982895229e-05	0.000649718035290125	0.000503676531252842	"1634/730/718/716/715/710/1675/3075"	8
"WP236"	"WP236"	"Adipogenesis"	"9/88"	"131/7866"	1.40733148438294e-05	0.000649718035290125	0.000503676531252842	"6424/3630/2487/1675/1647/3479/1052/7025/4616"	9
"WP408"	"WP408"	"Oxidative stress response"	"5/88"	"34/7866"	3.36786177370028e-05	0.00133271101616426	0.00103314857418776	"4501/6649/2878/2353/3726"	5
"WP2882"	"WP2882"	"Nuclear receptors meta-pathway"	"13/88"	"322/7866"	5.33001010479844e-05	0.00165866232673147	0.00128583361069056	"1831/1545/3725/6649/1958/2878/10252/2289/5166/3726/5360/4616/4609"	13
"WP2431"	"WP2431"	"Spinal cord injury"	"8/88"	"120/7866"	5.38915557421777e-05	0.00165866232673147	0.00128583361069056	"2309/7538/1647/1958/2353/4609/7832/5320"	8
"WP615"	"WP615"	"Senescence and autophagy in cancer"	"7/88"	"108/7866"	0.000192651627378637	0.00533645007838825	0.00413694020897285	"2934/3490/3630/3479/3725/9547/3486"	7
"WP2881"	"WP2881"	"Estrogen receptor pathway"	"3/88"	"13/7866"	0.000356851282068916	0.00898616410300817	0.00696628340115397	"1545/3725/5166"	3
"WP206"	"WP206"	"Fatty acid omega-oxidation"	"3/88"	"15/7866"	0.000558592699891331	0.0128941814891582	0.00999586936647644	"216/125/217"	3
"WP4155"	"WP4155"	"Endometrial cancer"	"5/88"	"63/7866"	0.000659546382843235	0.0134929641613973	0.0104600596197037	"2309/1647/2353/4616/4609"	5
"WP4928"	"WP4928"	"MAPK pathway in congenital thyroid cancer"	"3/88"	"16/7866"	0.000681954867363038	0.0134929641613973	0.0104600596197037	"3725/2353/4609"	3
"WP127"	"WP127"	"IL-5 signaling pathway"	"4/88"	"40/7866"	0.000982977744344512	0.018152322345562	0.014072102445353	"2309/3725/2353/4609"	4
"WP465"	"WP465"	"Tryptophan metabolism"	"4/88"	"42/7866"	0.0011836104297837	0.0192858875911815	0.0149508685867415	"216/1545/217/11185"	4
"WP49"	"WP49"	"IL-2 signaling pathway"	"4/88"	"42/7866"	0.0011836104297837	0.0192858875911815	0.0149508685867415	"2309/3725/2353/4609"	4
"WP4216"	"WP4216"	"Chromosomal and microsatellite instability in colorectal cancer "	"5/88"	"74/7866"	0.00137290376815934	0.0211274635433409	0.0163785010938307	"1647/3725/2353/4616/4609"	5
"WP3640"	"WP3640"	"Imatinib and chronic myeloid leukemia"	"3/88"	"21/7866"	0.00155547301796707	0.0226771592619409	0.0175798612556943	"2309/1647/4609"	3
"WP5094"	"WP5094"	"Orexin receptor pathway"	"7/88"	"155/7866"	0.0016823070262811	0.0232999523139932	0.018062664913755	"1958/2353/3908/3726/4616/4609/2354"	7
"WP4262"	"WP4262"	"Breast cancer pathway"	"7/88"	"157/7866"	0.00181070665450029	0.0238840830141229	0.0185154966174466	"6424/1647/3479/3725/2353/4616/4609"	7
"WP3612"	"WP3612"	"Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling"	"3/88"	"24/7866"	0.00231050572243283	0.029091367505177	0.022552304659153	"3725/2353/2052"	3
"WP3286"	"WP3286"	"Copper homeostasis"	"4/88"	"54/7866"	0.0030205669549815	0.0358210133444941	0.0277692826231306	"2309/4501/3725/6649"	4
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"5/88"	"89/7866"	0.00310362570493812	0.0358210133444941	0.0277692826231306	"3479/3725/7704/2353/2354"	5
"WP4336"	"WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	"5/88"	"91/7866"	0.00341719941138379	0.0378625694781324	0.0293519444177807	"5176/6424/6423/3725/4609"	5
"WP3527"	"WP3527"	"Pre-implantation embryo"	"4/88"	"60/7866"	0.0044269849842999	0.0471644169481182	0.0365629529067684	"678/7538/1958/2354"	4
"WP2877"	"WP2877"	"Vitamin D receptor pathway"	"7/88"	"187/7866"	0.00480960856212975	0.0479814111121123	0.0371963057832829	"1647/928/78989/3726/4609/1469/3486"	7
"WP3996"	"WP3996"	"Ethanol effects on histone modifications"	"3/88"	"31/7866"	0.00485010653840846	0.0479814111121123	0.0371963057832829	"216/125/217"	3
