"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP615"	"WP615"	"Senescence and autophagy in cancer"	"12/83"	"108/7866"	1.03743939004654e-09	2.43798256660938e-07	1.71450509723481e-07	"7057/5054/2335/9547/1277/3624/3725/6678/5328/1300/3479/4323"	12
"WP5055"	"WP5055"	"Burn wound healing"	"11/83"	"111/7866"	1.84703225025814e-08	2.17026289405331e-06	1.52623191205541e-06	"8038/1278/6876/2335/9547/1265/1277/3624/6678/6347/6423"	11
"WP366"	"WP366"	"TGF-beta signaling pathway"	"10/83"	"133/7866"	1.16039084798009e-06	9.08972830917734e-05	6.39232853097802e-05	"7057/1316/857/2354/2353/3727/1278/2335/3725/467"	10
"WP306"	"WP306"	"Focal adhesion"	"11/83"	"202/7866"	7.81212926025425e-06	0.000458962594039937	0.000322764287857873	"7057/60/857/10627/1290/7058/1278/2335/1277/3725/3479"	11
"WP5087"	"WP5087"	"Malignant pleural mesothelioma"	"16/83"	"447/7866"	1.36857279335262e-05	0.000643229212875729	0.000452349323276548	"60/11098/2335/115908/3481/3725/4170/6678/5328/467/2252/6347/6423/3479/4323/59"	16
"WP558"	"WP558"	"Complement and coagulation cascades"	"6/83"	"59/7866"	3.31534461715476e-05	0.00103395029010063	0.000727122936375357	"1604/5054/5329/5328/1675/1191"	6
"WP2431"	"WP2431"	"Spinal cord injury"	"8/83"	"120/7866"	3.52363543403857e-05	0.00103395029010063	0.000727122936375357	"2353/301/2697/1958/3164/7538/6347/388"	8
"WP289"	"WP289"	"Myometrial relaxation and contraction pathways"	"9/83"	"158/7866"	3.91184286096865e-05	0.00103395029010063	0.000727122936375357	"60/2353/2697/1265/6004/3725/133/467/59"	9
"WP3967"	"WP3967"	"miR-509-3p alteration of YAP1/ECM axis"	"4/83"	"19/7866"	3.95980962166197e-05	0.00103395029010063	0.000727122936375357	"7058/2335/1277/6678"	4
"WP2911"	"WP2911"	"miRNA targets in ECM and membrane receptors"	"5/83"	"43/7866"	8.14029024793198e-05	0.00191296820826401	0.00134529007255297	"7057/1290/7058/1278/2335"	5
"WP4754"	"WP4754"	"IL-18 signaling pathway"	"11/83"	"279/7866"	0.000152736850033053	0.0032630145234334	0.00229470674212338	"2353/3164/1278/2335/1277/6004/3725/467/6347/4323/59"	11
"WP5036"	"WP5036"	"Angiotensin II receptor type 1 pathway"	"4/83"	"28/7866"	0.000194585664561946	0.00381063593100478	0.00267982011721277	"3727/1278/1277/59"	4
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"6/83"	"89/7866"	0.000332455550468516	0.00574719514614919	0.00404170050591455	"2354/2353/2619/3725/6275/3479"	6
"WP560"	"WP560"	"TGF-beta receptor signaling"	"5/83"	"58/7866"	0.000342386093813143	0.00574719514614919	0.00404170050591455	"7057/2353/5054/3624/3725"	5
"WP453"	"WP453"	"Inflammatory response pathway"	"4/83"	"33/7866"	0.000373599851753326	0.00585306434413544	0.00411615275265068	"7057/1278/2335/1277"	4
"WP236"	"WP236"	"Adipogenesis"	"7/83"	"131/7866"	0.000439096016099551	0.00639951811102314	0.00450044498737125	"1316/4000/5054/4616/3399/1675/3479"	7
"WP4816"	"WP4816"	"TGF-beta receptor signaling in skeletal dysplasias"	"5/83"	"62/7866"	0.000467854644726638	0.00639951811102314	0.00450044498737125	"7057/2353/5054/3624/3725"	5
"WP3624"	"WP3624"	"Lung fibrosis"	"5/83"	"63/7866"	0.000504019434636367	0.00639951811102314	0.00450044498737125	"26585/5328/2252/6347/3479"	5
"WP5115"	"WP5115"	"Network map of SARS-CoV-2 signaling pathway"	"9/83"	"222/7866"	0.000517407847274211	0.00639951811102314	0.00450044498737125	"1843/60/2353/1958/3429/5054/2335/3725/6347"	9
"WP2374"	"WP2374"	"Oncostatin M signaling pathway"	"5/83"	"66/7866"	0.000625210526087609	0.00701206947752511	0.00493122019248126	"2353/1958/5054/3727/6347"	5
"WP3888"	"WP3888"	"VEGFA-VEGFR2 signaling pathway"	"13/83"	"439/7866"	0.000626610463949052	0.00701206947752511	0.00493122019248126	"857/301/2697/1958/3164/2335/1827/5329/3725/5328/6347/3303/4323"	13
"WP3874"	"WP3874"	"Canonical and non-canonical TGF-B signaling"	"3/83"	"17/7866"	0.000692376997347477	0.00739584519893896	0.00520110950160545	"26585/4015/4017"	3
"WP5094"	"WP5094"	"Orexin receptor pathway"	"7/83"	"155/7866"	0.00119407454038624	0.0121204470758874	0.00852367386747733	"2354/2353/1958/3164/4616/6446/3399"	7
"WP4659"	"WP4659"	"Gastrin signaling pathway"	"6/83"	"114/7866"	0.00123783289285658	0.0121204470758874	0.00852367386747733	"302/2353/1958/5054/3725/388"	6
"WP437"	"WP437"	"EGF/EGFR signaling pathway"	"7/83"	"164/7866"	0.00165556028760723	0.0155622667035079	0.0109441248486036	"857/2354/2353/2697/54206/3727/3725"	7
"WP3611"	"WP3611"	"Photodynamic therapy-induced AP-1 survival signaling"	"4/83"	"51/7866"	0.00197572811660905	0.017857542592428	0.0125582718343167	"2353/3725/4170/2252"	4
"WP5097"	"WP5097"	"CCL18 signaling pathway"	"4/83"	"56/7866"	0.0027903554099947	0.0242864267166205	0.0170793683964588	"1278/2335/467/59"	4
"WP2355"	"WP2355"	"Corticotropin-releasing hormone signaling pathway"	"5/83"	"93/7866"	0.00291285487927014	0.0244471748795887	0.0171924141370456	"2354/2353/2697/3164/3727"	5
"WP4172"	"WP4172"	"PI3K-Akt signaling pathway"	"10/83"	"345/7866"	0.00324478808806332	0.0262939724377545	0.0184911698666403	"7057/7058/1278/2335/1277/6446/3481/4170/2252/3479"	10
"WP2806"	"WP2806"	"Complement system"	"5/83"	"99/7866"	0.00381652414257925	0.0298961057835374	0.0210243610661383	"7057/1604/5329/133/1675"	5
"WP382"	"WP382"	"MAPK signaling pathway"	"8/83"	"249/7866"	0.00458158612261825	0.0339855168055537	0.023900229063704	"1843/2353/3164/3727/3725/2252/3303/3304"	8
"WP474"	"WP474"	"Endochondral ossification"	"4/83"	"65/7866"	0.00478813366819597	0.0339855168055537	0.023900229063704	"3481/5328/1300/3479"	4
"WP4808"	"WP4808"	"Endochondral ossification with skeletal dysplasias"	"4/83"	"65/7866"	0.00478813366819597	0.0339855168055537	0.023900229063704	"3481/5328/1300/3479"	4
"WP4786"	"WP4786"	"Type I collagen synthesis in the context of osteogenesis imperfecta"	"3/83"	"33/7866"	0.00492002673816168	0.0339855168055537	0.023900229063704	"4015/1278/1277"	3
"WP3932"	"WP3932"	"Focal adhesion: PI3K-Akt-mTOR-signaling pathway"	"9/83"	"309/7866"	0.00506167271572076	0.0339855168055537	0.023900229063704	"7057/1301/1290/7058/1278/2335/1277/2252/3479"	9
"WP5104"	"WP5104"	"Acquired partial lipodystrophy / Barraquer-Simons syndrome"	"2/83"	"11/7866"	0.00568791728719625	0.0371294600691978	0.0261111992423921	"4000/1675"	2
"WP4877"	"WP4877"	"Host-pathogen interaction of human coronaviruses - MAPK signaling"	"3/83"	"36/7866"	0.00629425320054392	0.0399770135710222	0.0281137340678633	"2353/3429/3725"	3
"WP4963"	"WP4963"	"p53 transcriptional gene network"	"4/83"	"72/7866"	0.00688249332145686	0.0425627876458516	0.0299321731708789	"7057/5054/6303/6347"	4
"WP383"	"WP383"	"Striated muscle contraction pathway"	"3/83"	"38/7866"	0.0073252979167478	0.0441396156521983	0.0310410734933713	"7171/7168/59"	3
"WP3301"	"WP3301"	"MFAP5-mediated ovarian cancer cell motility and invasiveness"	"2/83"	"13/7866"	0.00795691113403645	0.0456066857682577	0.0320727868560648	"8076/3725"	2
"WP4919"	"WP4919"	"Neuroinflammation"	"2/83"	"13/7866"	0.00795691113403645	0.0456066857682577	0.0320727868560648	"2353/3725"	2
