"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0001933"	"GO:0001933"	"negative regulation of protein phosphorylation"	"25/247"	"444/18866"	9.86531675316285e-10	2.40529269400896e-06	1.65831572064966e-06	"SEMA6A/GPRC5A/KLF4/LIF/TRIB1/ERRFI1/DNAJA1/MYC/DUSP1/ATF3/MYADM/PTPN1/SOCS3/EZR/APOE/STRAP/CDKN1A/NPM1/DUSP5/EIF3A/DUSP2/TWIST1/RGS2/RGS4/TNFAIP3"	25
"GO:0042326"	"GO:0042326"	"negative regulation of phosphorylation"	"26/247"	"484/18866"	1.21418106714233e-09	2.40529269400896e-06	1.65831572064966e-06	"SEMA6A/GPRC5A/KLF4/LIF/TRIB1/ERRFI1/DNAJA1/MYC/DUSP1/ATF3/MYADM/PTPN1/SOCS3/EZR/APOE/STRAP/HNRNPU/CDKN1A/NPM1/DUSP5/EIF3A/DUSP2/TWIST1/RGS2/RGS4/TNFAIP3"	26
"GO:0045444"	"GO:0045444"	"fat cell differentiation"	"18/247"	"235/18866"	2.10975830983761e-09	2.78628747452554e-06	1.92099046106267e-06	"NR4A3/IL6/KLF4/NR4A2/MEDAG/ID4/ARID5B/PIM1/NR4A1/CCDC71L/ARL4A/PTGS2/SYAP1/KLF5/HNRNPU/XBP1/CEBPB/RGS2"	18
"GO:0043409"	"GO:0043409"	"negative regulation of MAPK cascade"	"16/247"	"187/18866"	3.4642896058567e-09	3.43137885460107e-06	2.36574513873636e-06	"SEMA6A/KLF4/LIF/ERRFI1/DNAJA1/MYC/DUSP1/ATF3/PTPN1/EZR/APOE/DUSP5/EIF3A/DUSP2/RGS2/RGS4"	16
"GO:0006979"	"GO:0006979"	"response to oxidative stress"	"24/247"	"458/18866"	8.856397613603e-09	6.97561523002731e-06	4.80929926988519e-06	"AREG/NR4A3/IL6/KLF4/NR4A2/KDM6B/FOSL1/CYCS/MCL1/DUSP1/SOD2/LDHA/PTGS2/APOE/FOS/PLK3/KLF2/TXN/STX4/RHOB/HIF1A/ATF4/AXL/TNFAIP3"	24
"GO:2001234"	"GO:2001234"	"negative regulation of apoptotic signaling pathway"	"17/247"	"233/18866"	1.24015914031732e-08	6.97561523002731e-06	4.80929926988519e-06	"NR4A2/PLAUR/LMNA/MCL1/DNAJA1/SERPINE1/SOD2/PTPN1/ICAM1/IGF1/PTGS2/THBS1/YBX3/XBP1/HIF1A/CD44/TNFAIP3"	17
"GO:0062197"	"GO:0062197"	"cellular response to chemical stress"	"21/247"	"360/18866"	1.24774408944147e-08	6.97561523002731e-06	4.80929926988519e-06	"NR4A3/IL6/KLF4/NR4A2/KDM6B/ERRFI1/CYCS/MCL1/DNAJA1/SOD2/PTGS2/FOS/YBX3/KLF2/TXN/STX4/RHOB/HIF1A/ATF4/AXL/TNFAIP3"	21
"GO:0000302"	"GO:0000302"	"response to reactive oxygen species"	"17/247"	"235/18866"	1.40850383241339e-08	6.97561523002731e-06	4.80929926988519e-06	"AREG/NR4A3/IL6/KLF4/KDM6B/FOSL1/DUSP1/SOD2/LDHA/APOE/FOS/PLK3/KLF2/TXN/RHOB/AXL/TNFAIP3"	17
"GO:0048608"	"GO:0048608"	"reproductive structure development"	"23/247"	"443/18866"	2.17993966121887e-08	9.59657881972128e-06	6.61630809457656e-06	"ID4/FOSL1/LIF/RDH10/MMP19/ARID5B/WT1/VEGFA/SOCS3/SPP1/ICAM1/JUNB/PTGS2/YBX3/TIPARP/PHLDA2/CEBPB/HSP90AB1/HIF1A/FST/FSTL3/AXL/KRT8"	23
"GO:0061458"	"GO:0061458"	"reproductive system development"	"23/247"	"447/18866"	2.57279276469373e-08	1.01934049337166e-05	7.02778655197919e-06	"ID4/FOSL1/LIF/RDH10/MMP19/ARID5B/WT1/VEGFA/SOCS3/SPP1/ICAM1/JUNB/PTGS2/YBX3/TIPARP/PHLDA2/CEBPB/HSP90AB1/HIF1A/FST/FSTL3/AXL/KRT8"	23
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"23/247"	"453/18866"	3.28677185820866e-08	1.18383546383843e-05	8.16188801153252e-06	"AREG/HAS2/NR4A3/IL6/ERRFI1/CCL2/NR4A1/MYC/VEGFA/IGF1/RGCC/APOE/THBS1/STRAP/XBP1/EGR3/CEBPB/TWIST1/HIF1A/FST/FGF7/B4GALT1/TNFAIP3"	23
"GO:1990823"	"GO:1990823"	"response to leukemia inhibitory factor"	"11/247"	"97/18866"	5.72398462605854e-08	1.74449439141877e-05	1.20273199227708e-05	"KLF4/ARID5B/MAT2A/RFX2/SOCS3/ICAM1/KLF5/HNRNPU/XBP1/GFPT2/TFRC"	11
