"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"46/219"	"395/18866"	8.48519531221719e-33	1.4711178129953e-29	1.0669089997764e-29	"VCAN/SPARC/COL1A2/COL3A1/FN1/COL1A1/COL5A2/COL10A1/BGN/SERPINH1/COL8A1/COL5A1/POSTN/MMP11/SULF1/MFAP2/CTSK/AEBP1/MMP14/COL11A1/COL6A3/MFAP5/ANTXR1/COL12A1/SPP1/FAP/MMP2/MATN3/LOXL1/COMP/GREM1/FBN1/SULF2/ITGB1/TIMP1/ITGB5/ADAM12/LOXL2/TGFBI/BSG/COL8A2/SH3PXD2A/PDPN/MMP7/SFRP2/HTRA1"	46
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"46/219"	"396/18866"	9.51256264465116e-33	1.4711178129953e-29	1.0669089997764e-29	"VCAN/SPARC/COL1A2/COL3A1/FN1/COL1A1/COL5A2/COL10A1/BGN/SERPINH1/COL8A1/COL5A1/POSTN/MMP11/SULF1/MFAP2/CTSK/AEBP1/MMP14/COL11A1/COL6A3/MFAP5/ANTXR1/COL12A1/SPP1/FAP/MMP2/MATN3/LOXL1/COMP/GREM1/FBN1/SULF2/ITGB1/TIMP1/ITGB5/ADAM12/LOXL2/TGFBI/BSG/COL8A2/SH3PXD2A/PDPN/MMP7/SFRP2/HTRA1"	46
"GO:0030199"	"GO:0030199"	"collagen fibril organization"	"15/219"	"55/18866"	4.56316834877404e-17	4.70462656758603e-14	3.41196903552192e-14	"COL1A2/COL3A1/COL1A1/COL5A2/SERPINH1/COL5A1/MMP11/AEBP1/COL11A1/COL12A1/LOXL1/COMP/GREM1/LOXL2/SFRP2"	15
"GO:0001503"	"GO:0001503"	"ossification"	"29/219"	"412/18866"	7.08080165698808e-15	5.47522988126603e-12	3.97083903448463e-12	"VCAN/SPARC/COL1A2/CTHRC1/COL1A1/COL5A2/CTSK/MMP14/ID3/COL11A1/TPM4/CDH11/SPP1/MMP2/ISG15/COMP/RUNX1/GREM1/PDLIM7/MDK/RUNX2/IGFBP3/IGFBP5/ANKH/FZD1/ASPN/SFRP2/OMD/ID2"	29
"GO:0061448"	"GO:0061448"	"connective tissue development"	"20/219"	"262/18866"	3.17997676396323e-11	1.82004429988013e-08	1.3199633818451e-08	"COL1A1/BGN/SERPINH1/COL5A1/SULF1/CTSK/COL11A1/ACTA2/MATN3/COMP/RUNX1/GREM1/SULF2/MDK/RUNX2/TIMP1/LOXL2/TGFBI/SFRP2/ID2"	20
"GO:0031589"	"GO:0031589"	"cell-substrate adhesion"	"23/219"	"359/18866"	3.53063879705166e-11	1.82004429988013e-08	1.3199633818451e-08	"COL3A1/FN1/COL1A1/COL8A1/POSTN/MMP14/THY1/ANTXR1/P4HB/GREM1/LGALS1/ACTN1/EDIL3/FLNA/PLAU/CALR/S100A10/MDK/ITGB1/ARPC2/ITGBL1/ITGB5/PDPN"	23
"GO:0032963"	"GO:0032963"	"collagen metabolic process"	"14/219"	"113/18866"	5.29656901300598e-11	2.3403268510325e-08	1.69729151379184e-08	"COL1A2/COL1A1/SERPINH1/COL5A1/MMP11/CTSB/CTSK/MMP14/FAP/MMP2/ITGB1/RCN3/CTSD/MMP7"	14
"GO:0035987"	"GO:0035987"	"endodermal cell differentiation"	"10/219"	"46/18866"	1.02366799559157e-10	3.95775638795591e-08	2.87031118237584e-08	"FN1/INHBA/COL5A2/COL8A1/COL5A1/MMP14/COL11A1/COL12A1/MMP2/ITGB5"	10
"GO:0051216"	"GO:0051216"	"cartilage development"	"17/219"	"197/18866"	1.50405995209063e-10	5.16895270201812e-08	3.74871550632178e-08	"COL1A1/BGN/SERPINH1/SULF1/CTSK/COL11A1/MATN3/COMP/RUNX1/GREM1/SULF2/MDK/RUNX2/TIMP1/LOXL2/TGFBI/SFRP2"	17
"GO:0034109"	"GO:0034109"	"homotypic cell-cell adhesion"	"12/219"	"86/18866"	3.18179366141694e-10	9.8412877947626e-08	7.13726557103106e-08	"FN1/ACTB/CD99/COMP/PLAUR/LGALS1/FLNA/MYH9/CD9/MYL9/PDPN/CCL5"	12
"GO:0001706"	"GO:0001706"	"endoderm formation"	"10/219"	"55/18866"	6.70611132222731e-10	1.7496039785006e-07	1.26887745781979e-07	"FN1/INHBA/COL5A2/COL8A1/COL5A1/MMP14/COL11A1/COL12A1/MMP2/ITGB5"	10
"GO:0010810"	"GO:0010810"	"regulation of cell-substrate adhesion"	"17/219"	"217/18866"	6.78798827740293e-10	1.7496039785006e-07	1.26887745781979e-07	"FN1/COL1A1/COL8A1/POSTN/MMP14/THY1/P4HB/GREM1/LGALS1/EDIL3/FLNA/PLAU/CALR/S100A10/MDK/ARPC2/PDPN"	17
"GO:0045785"	"GO:0045785"	"positive regulation of cell adhesion"	"23/219"	"428/18866"	1.12615360485233e-09	2.67937930754482e-07	1.9431848841622e-07	"FN1/COL8A1/CD55/THY1/P4HB/SOX4/RUNX1/PLAUR/LGALS1/CD74/EDIL3/FLNA/CALR/S100A10/MDK/HLA-A/ARPC2/TPM1/TGM2/PDPN/IGFBP2/CCL5/SFRP2"	23
"GO:0007178"	"GO:0007178"	"transmembrane receptor protein serine/threonine kinase signaling pathway"	"21/219"	"359/18866"	1.3737431399625e-09	3.03499109421715e-07	2.20108769267676e-07	"COL1A2/COL3A1/INHBA/NBL1/SULF1/SFRP4/COMP/GREM1/FBN1/NREP/RUNX2/ITGB5/SKIL/TGFB1I1/FSTL1/FZD1/HSPA5/ASPN/SFRP2/HTRA3/HTRA1"	21
"GO:0060348"	"GO:0060348"	"bone development"	"16/219"	"204/18866"	2.15660214023183e-09	4.44691361315802e-07	3.22506607777826e-07	"SPARC/COL1A1/BGN/SERPINH1/SULF1/MMP14/SFRP4/COMP/GREM1/FBN1/SULF2/PDGFC/RUNX2/PPIB/GJA1/SFRP2"	16
"GO:0001704"	"GO:0001704"	"formation of primary germ layer"	"13/219"	"127/18866"	2.88749415103984e-09	5.4906126993333e-07	3.98199522258386e-07	"FN1/INHBA/COL5A2/COL8A1/COL5A1/MMP14/COL11A1/COL12A1/MMP2/ITGB1/ITGB5/GJA1/SFRP2"	13
"GO:0030574"	"GO:0030574"	"collagen catabolic process"	"9/219"	"47/18866"	3.01779553471278e-09	5.4906126993333e-07	3.98199522258386e-07	"MMP11/CTSB/CTSK/MMP14/FAP/MMP2/ITGB1/CTSD/MMP7"	9
"GO:0002062"	"GO:0002062"	"chondrocyte differentiation"	"12/219"	"108/18866"	4.63931388608623e-09	7.97188769425818e-07	5.78150753874255e-07	"SERPINH1/SULF1/COL11A1/COMP/RUNX1/GREM1/SULF2/MDK/RUNX2/LOXL2/TGFBI/SFRP2"	12
"GO:0030510"	"GO:0030510"	"regulation of BMP signaling pathway"	"11/219"	"93/18866"	1.06244809451e-08	1.72955366122076e-06	1.25433622681486e-06	"NBL1/SULF1/SFRP4/GREM1/FBN1/SKIL/FSTL1/FZD1/SFRP2/HTRA3/HTRA1"	11
