"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP2911"	"WP2911"	"miRNA targets in ECM and membrane receptors"	"12/88"	"43/7866"	2.05282469640063e-14	3.81825393530517e-12	2.85234589394614e-12	"2335/1289/1290/50509/1281/1278/1291/1293/3672/1292/1282/1284"	12
"WP5055"	"WP5055"	"Burn wound healing"	"13/88"	"111/7866"	2.13968234550223e-10	1.98990458131707e-08	1.4865161558226e-08	"3371/2335/1277/7503/871/8038/1278/5216/6678/3624/7128/6280/6347"	13
"WP306"	"WP306"	"Focal adhesion"	"14/88"	"202/7866"	4.17831296760746e-08	2.59055403991663e-06	1.93521863762872e-06	"3371/2335/1290/1277/50509/1278/3678/3688/3685/3672/87/1292/1282/1284"	14
"WP3932"	"WP3932"	"Focal adhesion: PI3K-Akt-mTOR-signaling pathway"	"15/88"	"309/7866"	1.37724569459328e-06	5.9751205004037e-05	4.4635874705902e-05	"3371/2335/1289/1290/1277/50509/1281/1278/3678/3688/3091/3685/1292/1282/1284"	15
"WP3967"	"WP3967"	"miR-509-3p alteration of YAP1/ECM axis"	"5/88"	"19/7866"	1.60621518828056e-06	5.9751205004037e-05	4.4635874705902e-05	"2335/1289/1277/1281/6678"	5
"WP5049"	"WP5049"	"Glycolysis in senescence"	"4/88"	"11/7866"	4.54644966410633e-06	0.000140939939587296	0.000105286202747725	"2597/5315/2023/5230"	4
"WP4629"	"WP4629"	"Aerobic glycolysis"	"4/88"	"12/7866"	6.76148814963549e-06	0.0001796623994046	0.000134212997857426	"2597/5315/2023/5230"	4
"WP4290"	"WP4290"	"Metabolic reprogramming in colon cancer"	"6/88"	"44/7866"	8.28541386821732e-06	0.000192635872436053	0.000143904556658511	"2597/9123/5315/2023/5223/5230"	6
"WP4754"	"WP4754"	"IL-18 signaling pathway"	"13/88"	"279/7866"	1.17538233057576e-05	0.00024291234831899	0.000181462535246784	"2335/1277/1281/1278/4323/3925/2921/2023/7128/8870/2920/6347/6352"	13
"WP3888"	"WP3888"	"VEGFA-VEGFR2 signaling pathway"	"16/88"	"439/7866"	2.35875361615276e-05	0.000425714416834109	0.000318020956548401	"2335/2597/83442/4323/9168/5216/3688/1072/813/4627/6747/3685/2697/5230/5328/6347"	16
