"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"45/213"	"395/18866"	3.24480494065255e-32	5.68554438219148e-29	4.48954248565216e-29	"SFRP2/LUM/HTRA1/CST3/FBLN2/HSPG2/CTRB2/COL6A3/PRSS1/SMOC2/FBN1/FBLN5/AEBP1/ENG/COL15A1/CTSK/PDGFRA/A2M/NID1/CTRB1/LAMA2/POSTN/COL10A1/DPT/COL4A1/COL5A1/VCAN/LAMC1/GREM1/COL4A2/LAMB1/ITGB5/MFAP5/FN1/CAV1/COL11A1/MATN3/MMP7/MFAP2/COL12A1/ELN/MMP11/COL3A1/COL5A2/MFAP4"	45
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"45/213"	"396/18866"	3.62829890375972e-32	5.68554438219148e-29	4.48954248565216e-29	"SFRP2/LUM/HTRA1/CST3/FBLN2/HSPG2/CTRB2/COL6A3/PRSS1/SMOC2/FBN1/FBLN5/AEBP1/ENG/COL15A1/CTSK/PDGFRA/A2M/NID1/CTRB1/LAMA2/POSTN/COL10A1/DPT/COL4A1/COL5A1/VCAN/LAMC1/GREM1/COL4A2/LAMB1/ITGB5/MFAP5/FN1/CAV1/COL11A1/MATN3/MMP7/MFAP2/COL12A1/ELN/MMP11/COL3A1/COL5A2/MFAP4"	45
"GO:0090092"	"GO:0090092"	"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"20/213"	"254/18866"	1.08762029608414e-11	1.13620066930923e-08	8.97191338980283e-09	"SFRP2/HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/SFRP4/FSTL1/ZEB1/DKK3/GREM1/TGFB1I1/FZD1/SPTBN1/HES1/NREP/CAV1/ASPN"	20
"GO:0030199"	"GO:0030199"	"collagen fibril organization"	"11/213"	"55/18866"	2.27174410695258e-11	1.77991150779734e-08	1.40549220932776e-08	"SFRP2/LUM/AEBP1/DPT/COL5A1/GREM1/COL11A1/COL12A1/MMP11/COL3A1/COL5A2"	11
"GO:0090287"	"GO:0090287"	"regulation of cellular response to growth factor stimulus"	"21/213"	"310/18866"	5.57927128265027e-11	3.49708723996519e-08	2.7614456390549e-08	"SFRP2/TMEM204/HTRA1/LTBP1/DAB2/SMOC2/FBN1/ENG/HSPA1A/SPRY1/SFRP4/FSTL1/ZEB1/DKK3/GREM1/TGFB1I1/FZD1/HES1/NREP/CAV1/ASPN"	21
"GO:0007178"	"GO:0007178"	"transmembrane receptor protein serine/threonine kinase signaling pathway"	"22/213"	"359/18866"	1.31799574411769e-10	6.88433110344141e-08	5.43615437617665e-08	"SFRP2/HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/SFRP4/FSTL1/ZEB1/DKK3/GREM1/TGFB1I1/FZD1/SPTBN1/HES1/ITGB5/NREP/CAV1/ASPN/COL3A1"	22
"GO:0017015"	"GO:0017015"	"regulation of transforming growth factor beta receptor signaling pathway"	"13/213"	"127/18866"	2.06004047197605e-09	9.22309548453277e-07	7.28294007461006e-07	"HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/ZEB1/DKK3/TGFB1I1/NREP/CAV1/ASPN"	13
"GO:1903844"	"GO:1903844"	"regulation of cellular response to transforming growth factor beta stimulus"	"13/213"	"129/18866"	2.49992296789156e-09	9.79344822671518e-07	7.73331433883296e-07	"HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/ZEB1/DKK3/TGFB1I1/NREP/CAV1/ASPN"	13
"GO:0071560"	"GO:0071560"	"cellular response to transforming growth factor beta stimulus"	"17/213"	"252/18866"	4.34626401569633e-09	1.51346571391026e-06	1.19509552057334e-06	"HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/POSTN/ZEB1/DKK3/TGFB1I1/COL4A2/ITGB5/NREP/CAV1/ASPN/COL3A1"	17
"GO:0071559"	"GO:0071559"	"response to transforming growth factor beta"	"17/213"	"258/18866"	6.19055810465129e-09	1.94012090999771e-06	1.53200022147739e-06	"HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/POSTN/ZEB1/DKK3/TGFB1I1/COL4A2/ITGB5/NREP/CAV1/ASPN/COL3A1"	17
"GO:0007179"	"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"15/213"	"202/18866"	1.00453210943232e-08	2.86200330087355e-06	2.25995692753626e-06	"HTRA1/LTBP1/DAB2/FBN1/ENG/HSPA1A/SPRY1/ZEB1/DKK3/TGFB1I1/ITGB5/NREP/CAV1/ASPN/COL3A1"	15
"GO:0022617"	"GO:0022617"	"extracellular matrix disassembly"	"10/213"	"82/18866"	2.87089320058369e-08	7.49781607552441e-06	5.92058764436163e-06	"HTRA1/CST3/CTRB2/PRSS1/CTSK/A2M/CTRB1/LAMC1/MMP7/MMP11"	10
"GO:0035987"	"GO:0035987"	"endodermal cell differentiation"	"8/213"	"46/18866"	4.17815752256909e-08	1.00725735967166e-05	7.95372334863152e-06	"COL5A1/COL4A2/LAMB1/ITGB5/FN1/COL11A1/COL12A1/COL5A2"	8
"GO:0048771"	"GO:0048771"	"tissue remodeling"	"13/213"	"178/18866"	1.20737522438847e-07	2.70279568088104e-05	2.13423996431375e-05	"CST3/PDK4/CTSK/TMEM119/PTN/MITF/GREM1/THBS4/CAV1/F2R/TGM2/CTHRC1/IGFBP5"	13
"GO:0031589"	"GO:0031589"	"cell-substrate adhesion"	"18/213"	"359/18866"	1.46193356917104e-07	3.05446653718803e-05	2.41193390955868e-05	"APOD/FBLN2/SMOC2/FBLN5/THY1/PTEN/PTN/NID1/PIK3R1/POSTN/ITGBL1/LAMC1/GREM1/LAMB1/EDIL3/ITGB5/FN1/COL3A1"	18
"GO:0001706"	"GO:0001706"	"endoderm formation"	"8/213"	"55/18866"	1.78699224905945e-07	3.5002710678452e-05	2.76395972206498e-05	"COL5A1/COL4A2/LAMB1/ITGB5/FN1/COL11A1/COL12A1/COL5A2"	8
"GO:0007492"	"GO:0007492"	"endoderm development"	"9/213"	"79/18866"	2.61409834319449e-07	4.81916718092443e-05	3.80541498752337e-05	"COL5A1/LAMC1/COL4A2/LAMB1/ITGB5/FN1/COL11A1/COL12A1/COL5A2"	9
"GO:0090101"	"GO:0090101"	"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	"11/213"	"133/18866"	3.32286927586369e-07	5.785484616976e-05	4.56845945471084e-05	"SFRP2/HTRA1/LTBP1/FBN1/HSPA1A/SPRY1/GREM1/TGFB1I1/FZD1/CAV1/ASPN"	11
