"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP2911"	"WP2911"	"miRNA targets in ECM and membrane receptors"	"11/85"	"43/7866"	5.2381356436993e-13	9.58578822796972e-11	7.88477260051579e-11	"1278/1290/2335/1281/7058/1289/1293/3693/1292/22801/1291"	11
"WP3967"	"WP3967"	"miR-509-3p alteration of YAP1/ECM axis"	"8/85"	"19/7866"	9.12066443528806e-12	8.34540795828857e-10	6.86450007497996e-10	"2335/1277/1281/6678/7058/1289/7291/1909"	8
"WP5055"	"WP5055"	"Burn wound healing"	"13/85"	"111/7866"	1.36367859299943e-10	8.31843941729654e-09	6.84231715083926e-09	"1278/2335/1277/6678/4313/2162/8038/3624/871/7077/440823/7852/2200"	13
"WP615"	"WP615"	"Senescence and autophagy in cancer"	"9/85"	"108/7866"	2.14076229676657e-06	9.79398750770706e-05	8.05602653783209e-05	"4323/2335/1300/1277/1281/6678/3624/5328/5327"	9
"WP474"	"WP474"	"Endochondral ossification"	"6/85"	"65/7866"	6.6105781578341e-05	0.0020162263381394	0.00165844329222856	"1300/860/871/5328/5327/3481"	6
"WP4808"	"WP4808"	"Endochondral ossification with skeletal dysplasias"	"6/85"	"65/7866"	6.6105781578341e-05	0.0020162263381394	0.00165844329222856	"1300/860/871/5328/5327/3481"	6
"WP3932"	"WP3932"	"Focal adhesion: PI3K-Akt-mTOR-signaling pathway"	"12/85"	"309/7866"	0.000109161467549276	0.00285379265164535	0.00234738193376638	"1301/1278/1290/2335/1277/1281/7058/1289/3693/1292/22801/3575"	12
"WP129"	"WP129"	"Matrix metalloproteinases"	"4/85"	"30/7866"	0.000280912788432531	0.00593465406351544	0.00488153886156289	"4320/4323/4313/7077"	4
"WP3892"	"WP3892"	"Development of pulmonary dendritic cells and macrophage subsets"	"3/85"	"13/7866"	0.000322114550432189	0.00593465406351544	0.00488153886156289	"860/6925/3398"	3
"WP5097"	"WP5097"	"CCL18 signaling pathway"	"5/85"	"56/7866"	0.000324298036257674	0.00593465406351544	0.00488153886156289	"1278/2335/4313/440823/7291"	5
"WP453"	"WP453"	"Inflammatory response pathway"	"4/85"	"33/7866"	0.000409230084213134	0.00624075878425029	0.00513332474056826	"1278/2335/1277/1281"	4
"WP4786"	"WP4786"	"Type I collagen synthesis in the context of osteogenesis imperfecta"	"4/85"	"33/7866"	0.000409230084213134	0.00624075878425029	0.00513332474056826	"1278/1277/871/8321"	4
"WP3874"	"WP3874"	"Canonical and non-canonical TGF-B signaling"	"3/85"	"17/7866"	0.000742301479596992	0.0103343702049081	0.00850051733852093	"26585/4017/4016"	3
"WP3888"	"WP3888"	"VEGFA-VEGFR2 signaling pathway"	"13/85"	"439/7866"	0.000790607556659639	0.0103343702049081	0.00850051733852093	"4323/2335/4313/5654/9168/5328/2697/3693/832/813/4627/6624/9709"	13
"WP4172"	"WP4172"	"PI3K-Akt signaling pathway"	"11/85"	"345/7866"	0.00114091993065164	0.01391922315395	0.0114492315847848	"1278/2335/1277/7058/1293/3693/1292/22801/1291/3575/3481"	11
"WP306"	"WP306"	"Focal adhesion"	"8/85"	"202/7866"	0.00145657975728515	0.0166596309739489	0.0137033490323537	"1278/1290/2335/1277/7058/3693/1292/22801"	8
"WP3668"	"WP3668"	"Hypothesized pathways in pathogenesis of cardiovascular disease"	"3/85"	"25/7866"	0.0023589888828108	0.0253938215031987	0.0208876415010492	"860/10631/2200"	3
"WP4561"	"WP4561"	"Cell migration and invasion through p75NTR"	"3/85"	"31/7866"	0.00440034913953907	0.0447368829186472	0.0367982413423443	"4313/7291/1009"	3
