"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"32/106"	"395/18866"	1.70932357457342e-28	2.44422017344318e-25	1.75001504211344e-25	"COL7A1/TNC/FN1/POSTN/COL5A1/COL5A2/TGFBI/LOXL2/COL1A1/SERPINH1/COL5A3/COL3A1/ADAM12/COL1A2/MMP14/SULF1/PXDN/ITGA5/ITGB1/COL6A1/GREM1/BMP1/SPARC/COL6A3/MMP11/ITGAV/ITGA1/COL18A1/COL6A2/ANTXR1/COL4A1/COL4A2"	32
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"32/106"	"396/18866"	1.85238361003651e-28	2.44422017344318e-25	1.75001504211344e-25	"COL7A1/TNC/FN1/POSTN/COL5A1/COL5A2/TGFBI/LOXL2/COL1A1/SERPINH1/COL5A3/COL3A1/ADAM12/COL1A2/MMP14/SULF1/PXDN/ITGA5/ITGB1/COL6A1/GREM1/BMP1/SPARC/COL6A3/MMP11/ITGAV/ITGA1/COL18A1/COL6A2/ANTXR1/COL4A1/COL4A2"	32
"GO:0030199"	"GO:0030199"	"collagen fibril organization"	"11/106"	"55/18866"	1.00789169050111e-14	8.86608723744147e-12	6.34794941912105e-12	"COL5A1/COL5A2/LOXL2/COL1A1/SERPINH1/COL5A3/COL3A1/COL1A2/PXDN/GREM1/MMP11"	11
"GO:0035987"	"GO:0035987"	"endodermal cell differentiation"	"10/106"	"46/18866"	6.99659330056725e-14	4.61600243004924e-11	3.30496973013637e-11	"COL7A1/FN1/COL5A1/COL5A2/MMP14/ITGA5/COL6A1/INHBA/ITGAV/COL4A2"	10
"GO:0001704"	"GO:0001704"	"formation of primary germ layer"	"13/106"	"127/18866"	2.92146446335554e-13	1.54194894375906e-10	1.10400604457331e-10	"COL7A1/FN1/WNT5A/COL5A1/COL5A2/MMP14/ITGA5/ITGB1/COL6A1/INHBA/ITGAV/GJA1/COL4A2"	13
"GO:0001706"	"GO:0001706"	"endoderm formation"	"10/106"	"55/18866"	4.8148361080142e-13	2.11772541484158e-10	1.51625101997991e-10	"COL7A1/FN1/COL5A1/COL5A2/MMP14/ITGA5/COL6A1/INHBA/ITGAV/COL4A2"	10
"GO:0007492"	"GO:0007492"	"endoderm development"	"10/106"	"79/18866"	2.12160706586146e-11	7.99845863829772e-09	5.72674388454335e-09	"COL7A1/FN1/COL5A1/COL5A2/MMP14/ITGA5/COL6A1/INHBA/ITGAV/COL4A2"	10
"GO:0007369"	"GO:0007369"	"gastrulation"	"13/106"	"189/18866"	4.77212237967693e-11	1.57420386999593e-08	1.12709995677896e-08	"COL7A1/FN1/WNT5A/COL5A1/COL5A2/MMP14/ITGA5/ITGB1/COL6A1/INHBA/ITGAV/GJA1/COL4A2"	13
"GO:0001503"	"GO:0001503"	"ossification"	"17/106"	"412/18866"	1.38975356265495e-10	4.07506627982934e-08	2.91766976019372e-08	"TNC/WNT5A/COL5A2/ISG15/COL1A1/COL1A2/MMP14/COL6A1/GREM1/BMP1/SPARC/TPM4/HIF1A/CTHRC1/SRGN/ID1/IGFBP5"	17
"GO:0031589"	"GO:0031589"	"cell-substrate adhesion"	"16/106"	"359/18866"	1.65220778045478e-10	4.36017633262016e-08	3.12180312201719e-08	"LGALS1/FN1/POSTN/COL1A1/COL5A3/COL3A1/MMP14/ITGA5/ITGB1/GREM1/ITGAV/ITGA1/ACTN1/ANTXR1/PLAU/ID1"	16
"GO:0007229"	"GO:0007229"	"integrin-mediated signaling pathway"	"10/106"	"108/18866"	4.98419578136139e-10	1.19575387881934e-07	8.56136978712316e-08	"FN1/ISG15/COL3A1/ITGA5/ITGB1/MYH9/ITGAV/ITGA1/FCER1G/TYROBP"	10
"GO:0032963"	"GO:0032963"	"collagen metabolic process"	"10/106"	"113/18866"	7.80832129566141e-10	1.7171799916042e-07	1.22946813383441e-07	"COL5A1/COL1A1/SERPINH1/COL1A2/MMP14/ITGB1/CTSB/HIF1A/MMP11/ID1"	10
"GO:0002544"	"GO:0002544"	"chronic inflammatory response"	"6/106"	"20/18866"	9.914037229237e-10	2.01254955753511e-07	1.4409471114559e-07	"GJA1/TNFAIP3/S100A8/S100A9/CCL11/CCL5"	6
"GO:0097529"	"GO:0097529"	"myeloid leukocyte migration"	"12/106"	"222/18866"	4.35692063138594e-09	8.21279539016251e-07	5.88020491228404e-07	"MMP14/GREM1/CXCL3/ITGA1/FCER1G/S100A8/S100A9/MIF/CXCL2/CCL2/CCL11/CCL5"	12
