"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP615"	"WP615"	"Senescence and autophagy in cancer"	"9/51"	"108/7866"	2.3306963228002e-08	2.56376595508022e-06	1.86455705824016e-06	"2335/4323/5328/1281/1300/1277/3488/3624/3486"	9
"WP3967"	"WP3967"	"miR-509-3p alteration of YAP1/ECM axis"	"5/51"	"19/7866"	1.01776486864842e-07	5.59770677756629e-06	4.07105947459366e-06	"2335/7058/1281/1277/1289"	5
"WP2911"	"WP2911"	"miRNA targets in ECM and membrane receptors"	"6/51"	"43/7866"	2.78712306974101e-07	1.0219451255717e-05	7.43232818597603e-06	"2335/1290/7058/1281/1278/1289"	6
"WP5049"	"WP5049"	"Glycolysis in senescence"	"4/51"	"11/7866"	5.00307690782042e-07	1.37584614965062e-05	1.00061538156408e-05	"2597/2023/5315/5230"	4
"WP4629"	"WP4629"	"Aerobic glycolysis"	"4/51"	"12/7866"	7.46874847714938e-07	1.64312466497286e-05	1.1949997563439e-05	"2597/2023/5315/5230"	4
"WP4290"	"WP4290"	"Metabolic reprogramming in colon cancer"	"5/51"	"44/7866"	8.41294015693963e-06	0.00015423723621056	0.000112172535425862	"2597/9123/2023/5315/5230"	5
"WP453"	"WP453"	"Inflammatory response pathway"	"4/51"	"33/7866"	5.58384050366431e-05	0.00087746065057582	0.000638153200418778	"2335/1281/1278/1277"	4
"WP4754"	"WP4754"	"IL-18 signaling pathway"	"9/51"	"279/7866"	6.41126068526983e-05	0.000881548344224602	0.000641126068526983	"2335/4323/1281/1278/1277/2023/860/6004/59"	9
"WP3614"	"WP3614"	"Photodynamic therapy-induced HIF-1 survival signaling"	"4/51"	"37/7866"	8.84167358931488e-05	0.000983476498477249	0.000715255635256181	"5315/3485/5230/3486"	4
"WP3888"	"WP3888"	"VEGFA-VEGFR2 signaling pathway"	"11/51"	"439/7866"	9.01348524886408e-05	0.000983476498477249	0.000715255635256181	"9168/2335/4323/2597/5328/813/5329/5654/5230/3486/3303"	11
"WP383"	"WP383"	"Striated muscle contraction pathway"	"4/51"	"38/7866"	9.83476498477249e-05	0.000983476498477249	0.000715255635256181	"7169/10398/7168/59"	4
"WP3932"	"WP3932"	"Focal adhesion: PI3K-Akt-mTOR-signaling pathway"	"9/51"	"309/7866"	0.000140530513505962	0.00128819637380465	0.000936870090039748	"1301/2335/1290/7058/1281/1278/1277/1289/1311"	9
"WP534"	"WP534"	"Glycolysis and gluconeogenesis"	"4/51"	"45/7866"	0.000191986628712003	0.00162450224294772	0.00118145617668925	"2597/2023/5315/5230"	4
"WP306"	"WP306"	"Focal adhesion"	"7/51"	"202/7866"	0.000294620460667199	0.00231487504809942	0.00168354548952685	"2335/1290/7058/1278/1277/10398/1311"	7
"WP558"	"WP558"	"Complement and coagulation cascades"	"4/51"	"59/7866"	0.000548559354103491	0.00402276859675893	0.00292564988855195	"5328/5329/1604/5265"	4
"WP5055"	"WP5055"	"Burn wound healing"	"5/51"	"111/7866"	0.000716212093767586	0.00485544598754393	0.00353123344548649	"2335/1278/1277/3624/6876"	5
"WP5036"	"WP5036"	"Angiotensin II receptor type 1 pathway"	"3/51"	"28/7866"	0.00075038710716588	0.00485544598754393	0.00353123344548649	"1278/1277/59"	3
"WP4018"	"WP4018"	"Clear cell renal cell carcinoma pathways"	"4/51"	"87/7866"	0.00234811645583877	0.0143496005634591	0.0104360731370612	"2597/2023/5315/5230"	4
"WP289"	"WP289"	"Myometrial relaxation and contraction pathways"	"5/51"	"158/7866"	0.00342309413433374	0.0198179134093006	0.0144130279340368	"3488/6004/3485/59/3486"	5
"WP1946"	"WP1946"	"Cori cycle"	"2/51"	"17/7866"	0.00526733697716388	0.0275908127375251	0.020066045627291	"2597/5230"	2
"WP3874"	"WP3874"	"Canonical and non-canonical TGF-B signaling"	"2/51"	"17/7866"	0.00526733697716388	0.0275908127375251	0.020066045627291	"4017/26585"	2
"WP5097"	"WP5097"	"CCL18 signaling pathway"	"3/51"	"56/7866"	0.00558975650804652	0.0279487825402326	0.0203263873019873	"2335/1278/59"	3
"WP3859"	"WP3859"	"TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition"	"2/51"	"18/7866"	0.00590129786754765	0.028223598496967	0.0205262534523397	"2335/860"	2
"WP3624"	"WP3624"	"Lung fibrosis"	"3/51"	"63/7866"	0.00775765060140455	0.0355558985897709	0.0258588353380152	"5328/26585/5265"	3
"WP474"	"WP474"	"Endochondral ossification"	"3/51"	"65/7866"	0.00845607755473563	0.0357757127315738	0.0260187001684173	"5328/1300/860"	3
"WP4808"	"WP4808"	"Endochondral ossification with skeletal dysplasias"	"3/51"	"65/7866"	0.00845607755473563	0.0357757127315738	0.0260187001684173	"5328/1300/860"	3
"WP2359"	"WP2359"	"Parkin-ubiquitin proteasomal system pathway"	"3/51"	"70/7866"	0.0103601637282742	0.0415170534964898	0.0301942207247198	"203068/3303/3304"	3
"WP366"	"WP366"	"TGF-beta signaling pathway"	"4/51"	"133/7866"	0.0105679772536519	0.0415170534964898	0.0301942207247198	"2335/1278/860/7041"	4
"WP3668"	"WP3668"	"Hypothesized pathways in pathogenesis of cardiovascular disease"	"2/51"	"25/7866"	0.0112415685498744	0.0426404324305579	0.0310112235858603	"10631/860"	2
