"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"30/111"	"395/18866"	3.46326576220863e-25	5.22378526291287e-22	3.6055901288376e-22	"ANXA2/THBS1/MFAP5/COL11A1/RGCC/COL12A1/CAV1/GREM1/SMOC2/COL8A1/COL5A2/SERPINE1/LOX/ADAM12/COL1A2/FN1/COL1A1/MMP11/LOXL2/AEBP1/SPARC/CCDC80/COL10A1/CTSK/TGFBI/MATN3/SFRP2/MMP14/DPT/CTRB1"	30
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"30/111"	"396/18866"	3.7312751877949e-25	5.22378526291287e-22	3.6055901288376e-22	"ANXA2/THBS1/MFAP5/COL11A1/RGCC/COL12A1/CAV1/GREM1/SMOC2/COL8A1/COL5A2/SERPINE1/LOX/ADAM12/COL1A2/FN1/COL1A1/MMP11/LOXL2/AEBP1/SPARC/CCDC80/COL10A1/CTSK/TGFBI/MATN3/SFRP2/MMP14/DPT/CTRB1"	30
"GO:0030199"	"GO:0030199"	"collagen fibril organization"	"13/111"	"55/18866"	5.7976519607728e-18	5.41114183005462e-15	3.73490842104522e-15	"ANXA2/COL11A1/COL12A1/GREM1/COL5A2/LOX/COL1A2/COL1A1/MMP11/LOXL2/AEBP1/SFRP2/DPT"	13
"GO:0031960"	"GO:0031960"	"response to corticosteroid"	"13/111"	"164/18866"	1.4409170721635e-11	1.00864195051445e-08	6.96190459076893e-09	"DUSP1/SDC1/FOSB/GJB2/FOS/ANXA1/FIBIN/ERRFI1/ZFP36L1/COL1A1/SPARC/ZFP36/ADM"	13
"GO:0051384"	"GO:0051384"	"response to glucocorticoid"	"12/111"	"147/18866"	6.47963941026117e-11	3.62859806974625e-08	2.50455114889253e-08	"DUSP1/SDC1/FOSB/GJB2/FOS/ANXA1/FIBIN/ERRFI1/ZFP36L1/SPARC/ZFP36/ADM"	12
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"18/111"	"453/18866"	1.53770452793258e-10	7.06741787314172e-08	4.87811248687527e-08	"THBS1/RGCC/CAV1/GJA1/COL8A1/NR4A1/ERRFI1/ZFP36L1/IGF2/LOXL2/JUN/SPARC/ZFP36/FGF7/CCL2/SFRP2/IGF1/MMP14"	18
"GO:0048545"	"GO:0048545"	"response to steroid hormone"	"16/111"	"346/18866"	1.95261699518932e-10	7.06741787314172e-08	4.87811248687527e-08	"DUSP1/THBS1/SDC1/CAV1/FOSB/GJB2/FOS/ANXA1/FIBIN/ERRFI1/LOX/ZFP36L1/COL1A1/SPARC/ZFP36/ADM"	16
"GO:2001236"	"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	"12/111"	"162/18866"	2.01926224946906e-10	7.06741787314172e-08	4.87811248687527e-08	"THBS1/CAV1/TNFRSF12A/LMNA/SERPINE1/INHBA/MCL1/ATF3/HSPA1A/SFRP2/IGF1/HSPA1B"	12
"GO:0010810"	"GO:0010810"	"regulation of cell-substrate adhesion"	"13/111"	"217/18866"	4.79333109012936e-10	1.47423408389696e-07	1.01755405189279e-07	"THBS1/S100A10/LGALS1/GREM1/SMOC2/COL8A1/SERPINE1/FN1/COL1A1/MYADM/PLAU/CCDC80/MMP14"	13
"GO:0045785"	"GO:0045785"	"positive regulation of cell adhesion"	"17/111"	"428/18866"	5.26512172820344e-10	1.47423408389696e-07	1.01755405189279e-07	"S100A10/CAV1/ANXA1/LGALS1/TPM1/CD55/SMOC2/COL8A1/FN1/PLAUR/IGF2/MYADM/CITED2/CCDC80/CCL2/SFRP2/IGF1"	17
"GO:0007492"	"GO:0007492"	"endoderm development"	"9/111"	"79/18866"	8.87459946503013e-10	2.25898895473494e-07	1.55921192514788e-07	"DUSP1/COL11A1/COL12A1/COL8A1/COL5A2/FN1/ZFP36L1/INHBA/MMP14"	9
"GO:0097191"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	"13/111"	"230/18866"	9.79132152420036e-10	2.28464168898009e-07	1.57691809810806e-07	"THBS1/CAV1/TNFRSF12A/LMNA/IFI27/SERPINE1/INHBA/MCL1/ATF3/HSPA1A/SFRP2/IGF1/HSPA1B"	13
"GO:0001706"	"GO:0001706"	"endoderm formation"	"8/111"	"55/18866"	1.07613935108058e-09	2.31783860232741e-07	1.59983145634328e-07	"DUSP1/COL11A1/COL12A1/COL8A1/COL5A2/FN1/INHBA/MMP14"	8
"GO:0061041"	"GO:0061041"	"regulation of wound healing"	"11/111"	"151/18866"	1.42572153820147e-09	2.85144307640294e-07	1.96813890536684e-07	"ANXA2/THBS1/CAV1/ANXA1/TNFRSF12A/GJA1/SMOC2/SERPINE1/PLAUR/PLAU/SERPINE2"	11
"GO:0001503"	"GO:0001503"	"ossification"	"16/111"	"412/18866"	2.45867857580869e-09	4.58953334150956e-07	3.16781323872615e-07	"COL11A1/GREM1/TPM4/COL5A2/JUND/LOX/COL1A2/CTHRC1/COL1A1/IGF2/SPARC/ID3/CTSK/SFRP2/IGF1/MMP14"	16
"GO:0001704"	"GO:0001704"	"formation of primary germ layer"	"10/111"	"127/18866"	3.87641999794359e-09	6.78373499640129e-07	4.68230731330555e-07	"DUSP1/COL11A1/COL12A1/GJA1/COL8A1/COL5A2/FN1/INHBA/SFRP2/MMP14"	10
"GO:0035987"	"GO:0035987"	"endodermal cell differentiation"	"7/111"	"46/18866"	8.92988299521796e-09	1.4708042580359e-06	1.01518669840373e-06	"COL11A1/COL12A1/COL8A1/COL5A2/FN1/INHBA/MMP14"	7
"GO:1903034"	"GO:1903034"	"regulation of response to wounding"	"11/111"	"183/18866"	1.07963677753526e-08	1.60994597156363e-06	1.11122586608677e-06	"ANXA2/THBS1/CAV1/ANXA1/TNFRSF12A/GJA1/SMOC2/SERPINE1/PLAUR/PLAU/SERPINE2"	11
