"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"14/92"	"395/18866"	7.08001405554332e-09	8.61214084101914e-06	6.51047373023161e-06	"PRSS1/CTRB2/COL14A1/CST3/TNXB/FBLN1/FBLN5/CCDC80/TIMP1/ADAMTS1/MFAP4/CRISPLD2/CYP1B1/SFRP2"	14
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"14/92"	"396/18866"	7.3108156545154e-09	8.61214084101914e-06	6.51047373023161e-06	"PRSS1/CTRB2/COL14A1/CST3/TNXB/FBLN1/FBLN5/CCDC80/TIMP1/ADAMTS1/MFAP4/CRISPLD2/CYP1B1/SFRP2"	14
"GO:0010466"	"GO:0010466"	"negative regulation of peptidase activity"	"11/92"	"272/18866"	8.75131130725587e-08	6.87269647996494e-05	5.19551534451822e-05	"C3/CST3/SERPINF1/PI16/TIMP1/SERPING1/SERPINE2/NGFR/RARRES1/LXN/SFRP2"	11
"GO:0045861"	"GO:0045861"	"negative regulation of proteolysis"	"12/92"	"369/18866"	2.33239856987097e-07	0.0001373782757654	0.000103853115268992	"C3/CST3/SERPINF1/PI16/TIMP1/INS/SERPING1/SERPINE2/NGFR/RARRES1/LXN/SFRP2"	12
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"13/92"	"466/18866"	4.07989393126531e-07	0.000192244602041221	0.000145330116456861	"C3/CST3/SERPINF1/FBLN1/PI16/TIMP1/GSN/SERPING1/SERPINE2/NGFR/RARRES1/LXN/SFRP2"	13
"GO:0010951"	"GO:0010951"	"negative regulation of endopeptidase activity"	"10/92"	"258/18866"	5.18026242638886e-07	0.000203411637942869	0.00015377200044649	"C3/CST3/SERPINF1/TIMP1/SERPING1/SERPINE2/NGFR/RARRES1/LXN/SFRP2"	10
"GO:0030449"	"GO:0030449"	"regulation of complement activation"	"7/92"	"115/18866"	1.4863849543117e-06	0.0004847979602728	0.000366490103110347	"C1R/C3/CLU/C1S/C7/SERPING1/CFH"	7
"GO:1901342"	"GO:1901342"	"regulation of vasculature development"	"12/92"	"444/18866"	1.64617303997555e-06	0.0004847979602728	0.000366490103110347	"C3/SERPINF1/THBS4/FBLN5/ADAMTS1/NGFR/SFRP1/HSPB6/CYP1B1/GADD45A/EGR1/SFRP2"	12
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"12/92"	"453/18866"	2.02708898407308e-06	0.000530646849608463	0.000401150241058672	"SERPINF1/THBS4/GPBAR1/NFIB/REG1A/NGFR/SFRP1/IGF1/ZFP36/NR4A1/IGFBP4/SFRP2"	12
"GO:0006956"	"GO:0006956"	"complement activation"	"8/92"	"178/18866"	2.54292234867861e-06	0.000544647732135163	0.000411734412819541	"C1R/C3/CLU/C1S/C7/SERPING1/MFAP4/CFH"	8
"GO:0048771"	"GO:0048771"	"tissue remodeling"	"8/92"	"178/18866"	2.54292234867861e-06	0.000544647732135163	0.000411734412819541	"CST3/THBS4/TIMP1/LEPR/SFRP1/PDK4/TGM2/TMEM119"	8
"GO:0051346"	"GO:0051346"	"negative regulation of hydrolase activity"	"12/92"	"473/18866"	3.16458214366674e-06	0.000609450648179171	0.00046072312426019	"C3/CST3/SERPINF1/PI16/TIMP1/LEPR/SERPING1/SERPINE2/NGFR/RARRES1/LXN/SFRP2"	12
"GO:0050678"	"GO:0050678"	"regulation of epithelial cell proliferation"	"11/92"	"395/18866"	3.46997517738475e-06	0.000609450648179171	0.00046072312426019	"SERPINF1/THBS4/GPBAR1/NFIB/REG1A/NGFR/SFRP1/IGF1/ZFP36/NR4A1/SFRP2"	11
"GO:0044342"	"GO:0044342"	"type B pancreatic cell proliferation"	"4/92"	"22/18866"	3.62152337627691e-06	0.000609450648179171	0.00046072312426019	"REG1A/SFRP1/NR4A1/IGFBP4"	4
"GO:0002920"	"GO:0002920"	"regulation of humoral immune response"	"7/92"	"134/18866"	4.13143434435297e-06	0.000618854858962358	0.000467832374838848	"C1R/C3/CLU/C1S/C7/SERPING1/CFH"	7
