"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP2882"	"WP2882"	"Nuclear receptors meta-pathway"	"20/125"	"322/7866"	1.38191585685918e-07	4.67087559618403e-05	3.7966319856868e-05	"10252/5166/2878/9588/3725/4609/4257/6347/2947/1956/595/3320/2289/3727/5360/1958/2949/3326/3303/3337"	20
"WP3286"	"WP3286"	"Copper homeostasis"	"8/125"	"54/7866"	1.83201748630117e-06	0.000309610955184897	0.000251661349434003	"79689/3725/4495/595/2309/4502/4489/4501"	8
"WP2431"	"WP2431"	"Spinal cord injury"	"11/125"	"120/7866"	2.81362356794318e-06	0.000317001588654932	0.000257668684643218	"388/4609/6347/7538/358/1956/595/2309/1958/7832/9353"	11
"WP236"	"WP236"	"Adipogenesis"	"10/125"	"131/7866"	4.07275852089375e-05	0.00344148095015522	0.00279734203671913	"3630/1675/3977/1879/1052/3572/6095/652/7025/9021"	10
"WP2374"	"WP2374"	"Oncostatin M signaling pathway"	"7/125"	"66/7866"	7.73811083990919e-05	0.00440335892943899	0.00357918617434935	"3977/6347/4792/3572/3727/1958/9021"	7
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"8/125"	"89/7866"	7.81661348421123e-05	0.00440335892943899	0.00357918617434935	"7704/3725/6422/22822/2354/1956/652/6275"	8
"WP3927"	"WP3927"	"BMP signaling in eyelid development"	"4/125"	"20/7866"	0.000241765023303313	0.0114604970769405	0.00931544608247112	"3725/6422/1956/652"	4
"WP3529"	"WP3529"	"Zinc homeostasis"	"5/125"	"37/7866"	0.000271254368684983	0.0114604970769405	0.00931544608247112	"4495/4502/4489/4499/4501"	5
"WP4806"	"WP4806"	"EGFR tyrosine kinase inhibitor resistance"	"7/125"	"84/7866"	0.000355392133862941	0.0133469490272971	0.010848812507395	"2621/4609/1956/5156/595/2309/80310"	7
"WP2815"	"WP2815"	"Mammary gland development pathway - Involution (Stage 4 of 4)"	"3/125"	"10/7866"	0.000433323002841086	0.0134455788712317	0.010928981891596	"4609/3572/9021"	3
"WP4659"	"WP4659"	"Gastrin signaling pathway"	"8/125"	"114/7866"	0.000437578010602216	0.0134455788712317	0.010928981891596	"388/3725/4609/4792/1956/595/2309/1958"	8
"WP2884"	"WP2884"	"NRF2 pathway"	"9/125"	"146/7866"	0.000501993227771826	0.0141394759155731	0.011493002846355	"2878/9588/2947/3320/1958/2949/3326/3303/3337"	9
"WP5036"	"WP5036"	"Angiotensin II receptor type 1 pathway"	"4/125"	"28/7866"	0.000926068363941552	0.022378973693758	0.0181903211898812	"185/3572/3727/80310"	4
"WP2873"	"WP2873"	"Aryl hydrocarbon receptor pathway"	"5/125"	"48/7866"	0.000926939738794711	0.022378973693758	0.0181903211898812	"3725/4257/1956/3320/3727"	5
"WP4172"	"WP4172"	"PI3K-Akt signaling pathway"	"14/125"	"345/7866"	0.0011021654096758	0.0248354605646947	0.0201870296087989	"3630/4915/4609/3908/2791/1956/5156/595/7148/3320/2309/3912/3326/80310"	14
"WP3611"	"WP3611"	"Photodynamic therapy-induced AP-1 survival signaling"	"5/125"	"51/7866"	0.00122431921627526	0.0258637434438149	0.021022849700516	"3725/1956/5156/595/3320"	5
"WP4538"	"WP4538"	"Regulatory circuits of the STAT3 signaling pathway"	"6/125"	"79/7866"	0.00153987588979979	0.0306163559266076	0.0248859199528015	"185/3977/1956/5156/3572/9021"	6
"WP2839"	"WP2839"	"Hair follicle development: organogenesis - part 2 of 3"	"4/125"	"33/7866"	0.00174083941739731	0.0309686170042259	0.0251722486393739	"4609/5156/595/652"	4
"WP4149"	"WP4149"	"White fat cell differentiation"	"4/125"	"33/7866"	0.00174083941739731	0.0309686170042259	0.0251722486393739	"3630/1879/1052/6095"	4
"WP4917"	"WP4917"	"Proximal tubule transport"	"5/125"	"58/7866"	0.00218624171190033	0.0362390159843836	0.0294561917531116	"486/8671/476/358/481"	5
"WP3935"	"WP3935"	"Leptin-insulin signaling overlap"	"3/125"	"17/7866"	0.00226362342132116	0.0362390159843836	0.0294561917531116	"3630/8835/9021"	3
"WP558"	"WP558"	"Complement and coagulation cascades"	"5/125"	"59/7866"	0.00235875251969361	0.0362390159843836	0.0294561917531116	"730/1675/7035/1191/3075"	5
"WP5053"	"WP5053"	"Development of ureteric collection system"	"5/125"	"60/7866"	0.00254096508927781	0.0373411391380826	0.0303520315012132	"10252/2719/595/652/9353"	5
"WP2813"	"WP2813"	"Mammary gland development pathway - Embryonic development (Stage 1 of 4)"	"3/125"	"18/7866"	0.0026850480445107	0.0378144266268591	0.030736734193741	"4609/6422/595"	3
