"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0030198"	"GO:0030198"	"extracellular matrix organization"	"19/120"	"395/18866"	6.87159083967706e-12	9.77286563890584e-09	7.61526906005463e-09	"A2M/FBLN1/CST3/COL14A1/FBLN5/TIMP1/MFAP4/CRISPLD2/PRSS1/CCDC80/CTRB1/CTRB2/ADAMTS1/COL6A2/ABI3BP/DPT/COL4A1/PHLDB1/ENG"	19
"GO:0043062"	"GO:0043062"	"extracellular structure organization"	"19/120"	"396/18866"	7.18065072660238e-12	9.77286563890584e-09	7.61526906005463e-09	"A2M/FBLN1/CST3/COL14A1/FBLN5/TIMP1/MFAP4/CRISPLD2/PRSS1/CCDC80/CTRB1/CTRB2/ADAMTS1/COL6A2/ABI3BP/DPT/COL4A1/PHLDB1/ENG"	19
"GO:0006956"	"GO:0006956"	"complement activation"	"12/120"	"178/18866"	1.49287778055651e-09	1.35453777289161e-06	1.05549078169171e-06	"C7/C1S/A2M/SERPING1/C3/MFAP4/C1R/CFD/CLU/CFH/COLEC11/IGLL5"	12
"GO:0030449"	"GO:0030449"	"regulation of complement activation"	"8/120"	"115/18866"	7.10214007725542e-07	0.000380533448592405	0.000296521481462429	"C7/C1S/A2M/SERPING1/C3/C1R/CLU/CFH"	8
"GO:0001867"	"GO:0001867"	"complement activation, lectin pathway"	"4/120"	"12/18866"	7.40788138981418e-07	0.000380533448592405	0.000296521481462429	"A2M/SERPING1/MFAP4/COLEC11"	4
"GO:0006959"	"GO:0006959"	"humoral immune response"	"13/120"	"377/18866"	8.38795257734911e-07	0.000380533448592405	0.000296521481462429	"C7/C1S/A2M/SERPING1/C3/MFAP4/C1R/CCL2/CFD/CLU/CFH/COLEC11/IGLL5"	13
"GO:0050678"	"GO:0050678"	"regulation of epithelial cell proliferation"	"13/120"	"395/18866"	1.41116896497642e-06	0.000481177437129586	0.000374945874092624	"NR4A1/GPC3/MYC/ZFP36/CCL2/PTN/CXCL12/NFIB/IGF1/KLF9/SERPINF1/APOE/THBS4"	13
"GO:1902430"	"GO:1902430"	"negative regulation of amyloid-beta formation"	"4/120"	"14/18866"	1.48335427282944e-06	0.000481177437129586	0.000374945874092624	"NTRK2/IGF1/CLU/APOE"	4
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"14/120"	"466/18866"	1.59096140123669e-06	0.000481177437129586	0.000374945874092624	"GSN/A2M/SERPING1/FBLN1/CST3/C3/TIMP1/GPC3/MYC/SERPINE2/IFI16/F2R/SERPINF1/RARRES1"	14
"GO:0002920"	"GO:0002920"	"regulation of humoral immune response"	"8/120"	"134/18866"	2.26313767796752e-06	0.00061602607594276	0.000480023412747848	"C7/C1S/A2M/SERPING1/C3/C1R/CLU/CFH"	8
"GO:0006957"	"GO:0006957"	"complement activation, alternative pathway"	"4/120"	"17/18866"	3.47514872218379e-06	0.000788279568482022	0.000614247778526345	"C7/C3/CFD/CFH"	4
"GO:1902992"	"GO:1902992"	"negative regulation of amyloid precursor protein catabolic process"	"4/120"	"17/18866"	3.47514872218379e-06	0.000788279568482022	0.000614247778526345	"NTRK2/IGF1/CLU/APOE"	4
"GO:0042982"	"GO:0042982"	"amyloid precursor protein metabolic process"	"6/120"	"71/18866"	5.96880962375736e-06	0.00122740849359421	0.000956428367141936	"ITM2B/ITM2A/NTRK2/IGF1/CLU/APOE"	6
"GO:0050673"	"GO:0050673"	"epithelial cell proliferation"	"13/120"	"453/18866"	6.31290187741327e-06	0.00122740849359421	0.000956428367141936	"NR4A1/GPC3/MYC/ZFP36/CCL2/PTN/CXCL12/NFIB/IGF1/KLF9/SERPINF1/APOE/THBS4"	13
"GO:0010463"	"GO:0010463"	"mesenchymal cell proliferation"	"5/120"	"44/18866"	8.52722555299474e-06	0.00146407819876316	0.00114084750783394	"GPC3/MYC/PTN/NFIB/LMNA"	5
"GO:0031348"	"GO:0031348"	"negative regulation of defense response"	"10/120"	"269/18866"	8.60589683328824e-06	0.00146407819876316	0.00114084750783394	"INS/A2M/SERPING1/APOD/IGF1/SOCS3/IFI16/SAMHD1/SERPINF1/APOE"	10
"GO:0010466"	"GO:0010466"	"negative regulation of peptidase activity"	"10/120"	"272/18866"	9.48107972501735e-06	0.0015180881771469	0.00118293347652693	"A2M/SERPING1/CST3/C3/TIMP1/GPC3/SERPINE2/IFI16/SERPINF1/RARRES1"	10
"GO:0009235"	"GO:0009235"	"cobalamin metabolic process"	"4/120"	"22/18866"	1.04214282980631e-05	0.00157595154596265	0.00122802210646767	"PRSS1/CTRC/CTRB1/CTRB2"	4
"GO:0022617"	"GO:0022617"	"extracellular matrix disassembly"	"6/120"	"82/18866"	1.37865813222485e-05	0.00197510917679792	0.00153905603126486	"A2M/CST3/TIMP1/PRSS1/CTRB1/CTRB2"	6
"GO:0001558"	"GO:0001558"	"regulation of cell growth"	"12/120"	"420/18866"	1.52888073123385e-05	0.00208080667520926	0.00162141824917695	"INS/IGFBP7/FBLN5/MAP1B/MEG3/CXCL12/SERPINE2/IGF1/CXCR4/LTBP4/APOE/FRZB"	12
