"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP2431"	"WP2431"	"Spinal cord injury"	"9/57"	"120/7866"	1.60989124450254e-07	1.9393680867188e-05	1.55996837164074e-05	"5320/6586/4804/7832/7538/3164/1647/2353/1958"	9
"WP558"	"WP558"	"Complement and coagulation cascades"	"7/57"	"59/7866"	1.82959253464038e-07	1.9393680867188e-05	1.55996837164074e-05	"715/718/1191/716/730/710/3075"	7
"WP408"	"WP408"	"Oxidative stress response"	"5/57"	"34/7866"	3.96053583797272e-06	0.000279877865883405	0.000225125195000554	"6649/2878/2353/3726/4501"	5
"WP5090"	"WP5090"	"Complement system in neuronal development and plasticity"	"7/57"	"109/7866"	1.2083059287004e-05	0.000640402142211214	0.000515119895919646	"715/718/1191/716/730/710/3075"	7
"WP545"	"WP545"	"Complement activation"	"4/57"	"22/7866"	1.64482668432471e-05	0.000697406514153676	0.000560972469180216	"715/718/716/730"	4
"WP2806"	"WP2806"	"Complement system"	"6/57"	"99/7866"	7.37357619821066e-05	0.0026053302567011	0.00209564797212303	"715/718/716/730/710/3075"	6
"WP236"	"WP236"	"Adipogenesis"	"6/57"	"131/7866"	0.000344134181248962	0.0104223494892543	0.00838341915223034	"6424/3630/1052/3479/1647/4616"	6
"WP5094"	"WP5094"	"Orexin receptor pathway"	"6/57"	"155/7866"	0.000841399461817659	0.0209695976890742	0.0168673030071004	"3164/2353/1958/3726/3309/4616"	6
"WP4258"	"WP4258"	"lncRNA in canonical Wnt signaling and colorectal cancer"	"5/57"	"104/7866"	0.000890218769819188	0.0209695976890742	0.0168673030071004	"5176/6424/6422/467/6423"	5
"WP5115"	"WP5115"	"Network map of SARS-CoV-2 signaling pathway"	"7/57"	"222/7866"	0.00103275967948192	0.0218945052050167	0.0176112703237969	"715/716/2934/3075/2353/1958/3726"	7
"WP5087"	"WP5087"	"Malignant pleural mesothelioma"	"10/57"	"447/7866"	0.00122951016904443	0.023696014167038	0.0190603490320763	"5176/4915/6424/3630/9510/4804/6422/3479/467/6423"	10
