"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP5094"	"WP5094"	"Orexin receptor pathway"	"9/74"	"155/7866"	1.31470139213908e-05	0.00126279581335741	0.00107062469529706	"3164/1960/8013/2354/4609/4616/6446/6498/2920"	9
"WP2431"	"WP2431"	"Spinal cord injury"	"8/74"	"120/7866"	1.50937421155343e-05	0.00126279581335741	0.00107062469529706	"5320/3164/6586/4609/7538/301/7832/2920"	8
"WP558"	"WP558"	"Complement and coagulation cascades"	"6/74"	"59/7866"	1.71420246157114e-05	0.00126279581335741	0.00107062469529706	"718/1191/5054/715/716/2152"	6
"WP236"	"WP236"	"Adipogenesis"	"8/74"	"131/7866"	2.86111043134791e-05	0.00158076351331972	0.00134020435994718	"3479/5740/5054/6424/4616/10135/4000/1316"	8
"WP3624"	"WP3624"	"Lung fibrosis"	"5/74"	"63/7866"	0.000295504359008329	0.0130612926681681	0.0110736370323121	"3479/2006/6498/4502/2920"	5
"WP4258"	"WP4258"	"lncRNA in canonical Wnt signaling and colorectal cancer"	"6/74"	"104/7866"	0.000413559789839999	0.01523278559244	0.0129146741388631	"5176/467/4609/6422/6424/6423"	6
"WP428"	"WP428"	"Wnt signaling"	"6/74"	"118/7866"	0.000809745146023352	0.0255648110387373	0.021674381352204	"4772/5176/4609/6422/6424/6423"	6
"WP545"	"WP545"	"Complement activation"	"3/74"	"22/7866"	0.00108248336865772	0.0299036030591695	0.0253528999501413	"718/715/716"	3
"WP366"	"WP366"	"TGF-beta signaling pathway"	"6/74"	"133/7866"	0.00150818853666897	0.0352403971019856	0.0298775455306189	"467/2354/7057/4609/6498/1316"	6
"WP4336"	"WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma"	"5/74"	"91/7866"	0.00159458810416224	0.0352403971019856	0.0298775455306189	"5176/4609/6422/6424/6423"	5
